出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","109","4","2801","彰銀","24889831.00","-851865.00","16624955.00","-1118627.00","39544294.00","135910391.00","175454685.00"
"114/10/29","109","4","2812","台中銀","23761460.00","-17455206.00","1626413.00","-24794.00","7907873.00","38341346.00","46249219.00"
"114/10/29","109","4","2820","華票","4856260.00","-5100.00","-4831171.00","--","19989.00","244731.00","264720.00"
"114/10/29","109","4","2834","臺企銀","-48262202.00","19972212.00","27738858.00","-26992.00","-578124.00","31395561.00","30817437.00"
"114/10/29","109","4","2836","高雄銀","-5019201.00","-327219.00","-921172.00","494.00","-6267098.00","15381332.00","9114234.00"
"114/10/29","109","4","2838","聯邦銀","8879401.00","-2478867.00","2808696.00","-613667.00","8595563.00","64277348.00","72872911.00"
"114/10/29","109","4","2845","遠東銀","15025690.00","-1602159.00","-10254393.00","-390274.00","2778864.00","34212120.00","36990984.00"
"114/10/29","109","4","2849","安泰銀","-1494971.00","445650.00","-608390.00","-79836.00","-1737547.00","3822055.00","2084508.00"
"114/10/29","109","4","2897","王道銀行","-1882169.00","-1173654.00","2717042.00","-306047.00","-644828.00","17550472.00","16905644.00"
"114/10/29","109","4","5876","上海商銀","-3613585.00","-2715021.00","-2656899.00","-3596318.00","-12581823.00","208424935.00","195843112.00"
