代號,名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1108,幸福,110,H2,111/06/30,110/07/01~110/12/31,股東會確認,0.6,0.0,0.0,242842829,0.0,0.0,0.0,0
1108,幸福,110,H1,不適用,110/01/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1109,信大,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,512936802,0.0,0.0,0.0,0
1109,信大,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,512936802,0.0,0.0,0.0,0
1109,信大,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,512936802,0.0,0.0,0.0,0
1109,信大,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,512936802,0.0,0.0,0.0,0
1110,東泥,110,Y1,111/06/28,110/01/01~110/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1110,東泥,110,Y1,111/06/28,110/01/01~110/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1110,東泥,110,Y1,111/06/28,110/01/01~110/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1110,東泥,110,Y1,111/06/28,110/01/01~110/12/31,股東會確認,0.2,0.0,0.0,114400159,0.0,0.0,0.0,0
1201,味全,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.501,0.0,0.0,253537520,0.0,0.0,0.0,0
1201,味全,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.501,0.0,0.0,253537520,0.0,0.0,0.0,0
1201,味全,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.501,0.0,0.0,253537520,0.0,0.0,0.0,0
1201,味全,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.501,0.0,0.0,253537520,0.0,0.0,0.0,0
1203,味王,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1203,味王,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1203,味王,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1203,味王,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,264000000,0.0,0.0,0.0,0
1210,大成,110,Y1,111/06/17,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.5,0.0,0.0,1278238889,0.5,0.0,0.0,42607963
1210,大成,110,Y1,111/06/17,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.5,0.0,0.0,1278238889,0.5,0.0,0.0,42607963
1210,大成,110,Y1,111/06/17,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.5,0.0,0.0,1278238889,0.5,0.0,0.0,42607963
1210,大成,110,Y1,111/06/17,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.5,0.0,0.0,1278238889,0.5,0.0,0.0,42607963
1213,大飲,110,Y1,111/06/01,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1213,大飲,110,Y1,111/06/01,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1213,大飲,110,Y1,111/06/01,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1213,大飲,110,Y1,111/06/01,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1215,卜蜂,110,Y1,111/06/23,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,3.0,0.0,0.0,803972994,1.0,0.0,0.0,26799100
1215,卜蜂,110,Y1,111/06/23,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,3.0,0.0,0.0,803972994,1.0,0.0,0.0,26799100
1215,卜蜂,110,Y1,111/06/23,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,3.0,0.0,0.0,803972994,1.0,0.0,0.0,26799100
1215,卜蜂,110,Y1,111/06/23,110/01/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,3.0,0.0,0.0,803972994,1.0,0.0,0.0,26799100
1216,統一,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.7,0.0,0.0,15341441637,0.0,0.0,0.0,0
1216,統一,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.7,0.0,0.0,15341441637,0.0,0.0,0.0,0
1216,統一,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.7,0.0,0.0,15341441637,0.0,0.0,0.0,0
1216,統一,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.7,0.0,0.0,15341441637,0.0,0.0,0.0,0
1217,愛之味,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,0.3,0.0,0.0,148354001,0.0,0.0,0.0,0
1217,愛之味,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,0.3,0.0,0.0,148354001,0.0,0.0,0.0,0
1217,愛之味,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,0.3,0.0,0.0,148354001,0.0,0.0,0.0,0
1217,愛之味,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,0.3,0.0,0.0,148354001,0.0,0.0,0.0,0
1218,泰山,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,499999038,0.0,0.0,0.0,0
1218,泰山,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,499999038,0.0,0.0,0.0,0
1218,泰山,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,499999038,0.0,0.0,0.0,0
1218,泰山,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,499999038,0.0,0.0,0.0,0
1219,福壽,110,Y1,111/06/17,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,353814876,0.0,0.0,0.0,0
1219,福壽,110,Y1,111/06/17,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,353814876,0.0,0.0,0.0,0
1219,福壽,110,Y1,111/06/17,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,353814876,0.0,0.0,0.0,0
1219,福壽,110,Y1,111/06/17,110/01/01~110/12/31,股東會確認,1.1,0.0,0.0,353814876,0.0,0.0,0.0,0
1220,台榮,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,177077944,0.0,0.0,0.0,0
1220,台榮,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,177077944,0.0,0.0,0.0,0
1220,台榮,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,177077944,0.0,0.0,0.0,0
1220,台榮,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,177077944,0.0,0.0,0.0,0
1225,福懋油,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.6,0.0,0.0,349924882,0.0,0.0,0.0,0
1225,福懋油,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.6,0.0,0.0,349924882,0.0,0.0,0.0,0
1225,福懋油,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.6,0.0,0.0,349924882,0.0,0.0,0.0,0
1225,福懋油,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.6,0.0,0.0,349924882,0.0,0.0,0.0,0
1227,佳格,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.9,0.0,0.0,1738670223,0.0,0.0,0.0,0
1227,佳格,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.9,0.0,0.0,1738670223,0.0,0.0,0.0,0
1227,佳格,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.9,0.0,0.0,1738670223,0.0,0.0,0.0,0
1227,佳格,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.9,0.0,0.0,1738670223,0.0,0.0,0.0,0
1229,聯華,110,Q4,111/06/23,110/10/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0.0,2537366465,0.5,0.0,0.0,70482401
1229,聯華,110,Q1,不適用,110/01/01~110/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q3,不適用,110/07/01~110/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q3,不適用,110/07/01~110/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q1,不適用,110/01/01~110/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q4,111/06/23,110/10/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0.0,2537366465,0.5,0.0,0.0,70482401
1229,聯華,110,Q1,不適用,110/01/01~110/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q2,不適用,110/04/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q3,不適用,110/07/01~110/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q4,111/06/23,110/10/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0.0,2537366465,0.5,0.0,0.0,70482401
1229,聯華,110,Q1,不適用,110/01/01~110/03/31,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q2,不適用,110/04/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q3,不適用,110/07/01~110/09/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q2,不適用,110/04/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q2,不適用,110/04/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1229,聯華,110,Q4,111/06/23,110/10/01~110/12/31,現金股利經董事會決議、增資配股經股東會確認,1.8,0.0,0.0,2537366465,0.5,0.0,0.0,70482401
1231,聯華食,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,302643594,1.1,0.0,0.0,22193863
1231,聯華食,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,302643594,1.1,0.0,0.0,22193863
1231,聯華食,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,302643594,1.1,0.0,0.0,22193863
1231,聯華食,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,1.5,0.0,0.0,302643594,1.1,0.0,0.0,22193863
1232,大統益,110,Y1,111/05/25,110/01/01~110/12/31,股東會確認,6.0,0.0,0.0,959849490,0.0,0.0,0.0,0
1232,大統益,110,Y1,111/05/25,110/01/01~110/12/31,股東會確認,6.0,0.0,0.0,959849490,0.0,0.0,0.0,0
1232,大統益,110,Y1,111/05/25,110/01/01~110/12/31,股東會確認,6.0,0.0,0.0,959849490,0.0,0.0,0.0,0
1232,大統益,110,Y1,111/05/25,110/01/01~110/12/31,股東會確認,6.0,0.0,0.0,959849490,0.0,0.0,0.0,0
1233,天仁,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.69,0.0,0.11,72473558,0.0,0.0,0.0,0
1233,天仁,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.69,0.0,0.11,72473558,0.0,0.0,0.0,0
1233,天仁,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.69,0.0,0.11,72473558,0.0,0.0,0.0,0
1233,天仁,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.69,0.0,0.11,72473558,0.0,0.0,0.0,0
1234,黑松,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.7,0.0,0.0,683180860,0.0,0.0,0.0,0
1234,黑松,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.7,0.0,0.0,683180860,0.0,0.0,0.0,0
1234,黑松,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.7,0.0,0.0,683180860,0.0,0.0,0.0,0
1234,黑松,110,Y1,111/06/23,110/01/01~110/12/31,股東會確認,1.7,0.0,0.0,683180860,0.0,0.0,0.0,0
1235,興泰,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,104397985,2.8,0.0,0.0,29231435
1235,興泰,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,104397985,2.8,0.0,0.0,29231435
1235,興泰,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,104397985,2.8,0.0,0.0,29231435
1235,興泰,110,Y1,111/06/16,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,104397985,2.8,0.0,0.0,29231435
1236,宏亞,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,54171255,0.0,0.0,0.0,0
1236,宏亞,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,54171255,0.0,0.0,0.0,0
1236,宏亞,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,54171255,0.0,0.0,0.0,0
1236,宏亞,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,54171255,0.0,0.0,0.0,0
1240,茂生農經,110,Y1,111/06/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,73520370,0.5,0.0,0.0,1838009
1240,茂生農經,110,Y1,111/06/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,73520370,0.5,0.0,0.0,1838009
1240,茂生農經,110,Y1,111/06/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,73520370,0.5,0.0,0.0,1838009
1240,茂生農經,110,Y1,111/06/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,73520370,0.5,0.0,0.0,1838009
1256,鮮活果汁-KY,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,13.0,0.0,0.0,439948080,0.0,0.0,0.0,0
1256,鮮活果汁-KY,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,13.0,0.0,0.0,439948080,0.0,0.0,0.0,0
1256,鮮活果汁-KY,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,13.0,0.0,0.0,439948080,0.0,0.0,0.0,0
1256,鮮活果汁-KY,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,13.0,0.0,0.0,439948080,0.0,0.0,0.0,0
1259,安心,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.3,0.0,0.0,74495850,0.0,0.0,0.0,0
1259,安心,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.3,0.0,0.0,74495850,0.0,0.0,0.0,0
1259,安心,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.3,0.0,0.0,74495850,0.0,0.0,0.0,0
1259,安心,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.3,0.0,0.0,74495850,0.0,0.0,0.0,0
1264,德麥,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,12.0,0.0,0.0,444628404,0.0,0.0,0.0,0
1264,德麥,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,12.0,0.0,0.0,444628404,0.0,0.0,0.0,0
1264,德麥,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,12.0,0.0,0.0,444628404,0.0,0.0,0.0,0
1264,德麥,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,12.0,0.0,0.0,444628404,0.0,0.0,0.0,0
1268,漢來美食,110,Y1,不適用,110/01/01~110/12/31,董事會決議,3.0,0.0,0.0,126671190,0.0,0.0,0.0,0
1268,漢來美食,110,Y1,不適用,110/01/01~110/12/31,董事會決議,3.0,0.0,0.0,126671190,0.0,0.0,0.0,0
1268,漢來美食,110,Y1,不適用,110/01/01~110/12/31,董事會決議,3.0,0.0,0.0,126671190,0.0,0.0,0.0,0
1268,漢來美食,110,Y1,不適用,110/01/01~110/12/31,董事會決議,3.0,0.0,0.0,126671190,0.0,0.0,0.0,0
1294,漢田生技,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,2.875,0.0,0.0,3261942
1294,漢田生技,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,2.875,0.0,0.0,3261942
1294,漢田生技,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,2.875,0.0,0.0,3261942
1294,漢田生技,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.0,0.0,0.0,0,2.875,0.0,0.0,3261942
1295,生合,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,2.282,0.0,0.0,70150000,0.0,0.0,0.0,0
1295,生合,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,2.282,0.0,0.0,70150000,0.0,0.0,0.0,0
1295,生合,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,2.282,0.0,0.0,70150000,0.0,0.0,0.0,0
1295,生合,110,Y1,111/06/24,110/01/01~110/12/31,股東會確認,2.282,0.0,0.0,70150000,0.0,0.0,0.0,0
1301,台塑,110,Y1,111/06/09,110/01/01~110/12/31,股東會確認,8.2,0.0,0.0,52199074404,0.0,0.0,0.0,0
1301,台塑,110,Y1,111/06/09,110/01/01~110/12/31,股東會確認,8.2,0.0,0.0,52199074404,0.0,0.0,0.0,0
1301,台塑,110,Y1,111/06/09,110/01/01~110/12/31,股東會確認,8.2,0.0,0.0,52199074404,0.0,0.0,0.0,0
1301,台塑,110,Y1,111/06/09,110/01/01~110/12/31,股東會確認,8.2,0.0,0.0,52199074404,0.0,0.0,0.0,0
1303,南亞,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,7.5,0.0,0.0,59481161918,0.0,0.0,0.0,0
1303,南亞,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,7.5,0.0,0.0,59481161918,0.0,0.0,0.0,0
1303,南亞,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,7.5,0.0,0.0,59481161918,0.0,0.0,0.0,0
1303,南亞,110,Y1,111/06/10,110/01/01~110/12/31,股東會確認,7.5,0.0,0.0,59481161918,0.0,0.0,0.0,0
1304,台聚,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.2,0.0,0.0,2615279700,0.0,0.0,0.0,0
1304,台聚,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.2,0.0,0.0,2615279700,0.0,0.0,0.0,0
1304,台聚,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.2,0.0,0.0,2615279700,0.0,0.0,0.0,0
1304,台聚,110,Y1,111/05/31,110/01/01~110/12/31,股東會確認,2.2,0.0,0.0,2615279700,0.0,0.0,0.0,0
1305,華夏,110,Y1,111/05/30,110/01/01~110/12/31,股東會確認,2.5,0.0,0.0,1452626235,0.0,0.0,0.0,0
1305,華夏,110,Y1,111/05/30,110/01/01~110/12/31,股東會確認,2.5,0.0,0.0,1452626235,0.0,0.0,0.0,0
1305,華夏,110,Y1,111/05/30,110/01/01~110/12/31,股東會確認,2.5,0.0,0.0,1452626235,0.0,0.0,0.0,0
1305,華夏,110,Y1,111/05/30,110/01/01~110/12/31,股東會確認,2.5,0.0,0.0,1452626235,0.0,0.0,0.0,0
1307,三芳,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,198909063,0.0,0.0,0.0,0
1307,三芳,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,198909063,0.0,0.0,0.0,0
1307,三芳,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,198909063,0.0,0.0,0.0,0
1307,三芳,110,Y1,不適用,110/01/01~110/12/31,董事會決議,0.5,0.0,0.0,198909063,0.0,0.0,0.0,0
1308,亞聚,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,3.0,0.0,0.0,1781231757,0.0,0.0,0.0,0
1308,亞聚,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,3.0,0.0,0.0,1781231757,0.0,0.0,0.0,0
1308,亞聚,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,3.0,0.0,0.0,1781231757,0.0,0.0,0.0,0
1308,亞聚,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,3.0,0.0,0.0,1781231757,0.0,0.0,0.0,0
1309,台達化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,757308282,0.5,0.0,0.0,18932707
1309,台達化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,757308282,0.5,0.0,0.0,18932707
1309,台達化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,757308282,0.5,0.0,0.0,18932707
1309,台達化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,2.0,0.0,0.0,757308282,0.5,0.0,0.0,18932707
1310,台苯,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.15,0.0,0.0,79180465,0.0,0.0,0.0,0
1310,台苯,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.15,0.0,0.0,79180465,0.0,0.0,0.0,0
1310,台苯,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.15,0.0,0.0,79180465,0.0,0.0,0.0,0
1310,台苯,110,Y1,111/06/22,110/01/01~110/12/31,股東會確認,0.15,0.0,0.0,79180465,0.0,0.0,0.0,0
1312A,國喬特,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.6,0.0,0.0,52000000,0.0,0.0,0.0,0
1312,國喬,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.0,0.0,0.0,1813240656,0.0,0.0,0.0,0
1312,國喬,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.0,0.0,0.0,1813240656,0.0,0.0,0.0,0
1312A,國喬特,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.6,0.0,0.0,52000000,0.0,0.0,0.0,0
1312,國喬,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.0,0.0,0.0,1813240656,0.0,0.0,0.0,0
1312,國喬,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.0,0.0,0.0,1813240656,0.0,0.0,0.0,0
1312A,國喬特,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.6,0.0,0.0,52000000,0.0,0.0,0.0,0
1312A,國喬特,110,Y1,不適用,110/01/01~110/12/31,董事會決議,2.6,0.0,0.0,52000000,0.0,0.0,0.0,0
1313,聯成,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,1311830607,0.0,0.0,0.0,0
1313,聯成,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,1311830607,0.0,0.0,0.0,0
1313,聯成,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,1311830607,0.0,0.0,0.0,0
1313,聯成,110,Y1,不適用,110/01/01~110/12/31,董事會決議,1.0,0.0,0.0,1311830607,0.0,0.0,0.0,0
1314,中石化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,0.4,0.0,0.0,1513940052,0.0,0.0,0.0,0
1314,中石化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,0.4,0.0,0.0,1513940052,0.0,0.0,0.0,0
1314,中石化,110,Y1,111/05/27,110/01/01~110/12/31,股東會確認,0.4,0.0,0.0,1513940052,0.0,0.0,0.0,0
