出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","107","2","2801","彰銀","-50894210.00","-262216.00","40515401.00","750875.00","-9890150.00","172818258.00","162928108.00"
"114/10/29","107","2","2812","台中銀","2428423.00","-9650331.00","1341837.00","19508.00","-5860563.00","39868063.00","34007500.00"
"114/10/29","107","2","2820","華票","-6668258.00","-1600.00","6761430.00","--","91572.00","307501.00","399073.00"
"114/10/29","107","2","2834","臺企銀","28380642.00","-29678735.00","1132664.00","-11406.00","-176835.00","51292359.00","51115524.00"
"114/10/29","107","2","2836","高雄銀","-90690.00","-5196.00","1516137.00","645.00","1420896.00","20786829.00","22207725.00"
"114/10/29","107","2","2838","聯邦銀","-683909.00","-1374599.00","-1978612.00","264501.00","-3772619.00","40695617.00","36922998.00"
"114/10/29","107","2","2845","遠東銀","-2701213.00","-1091290.00","-3605570.00","7605.00","-7390468.00","31637338.00","24246870.00"
"114/10/29","107","2","2849","安泰銀","-2087077.00","1090331.00","770779.00","36565.00","-189402.00","3730106.00","3540704.00"
"114/10/29","107","2","2897","王道銀行","-2597153.00","2197230.00","-891044.00","-322792.00","-1613759.00","17606425.00","15992666.00"
"114/10/29","107","2","5876","上海商銀","-13623152.00","-90906.00","3462616.00","2308952.00","-7942490.00","191204401.00","183261911.00"
