出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","112","4","2801","彰銀","-30545718.00","-1032032.00","62091792.00","-302740.00","30211302.00","104820099.00","135031401.00"
"114/10/29","112","4","2812","台中銀","26516695.00","-27283562.00","3107408.00","-53275.00","2287266.00","55897012.00","58184278.00"
"114/10/29","112","4","2820","華票","-5985602.00","-12490.00","5708278.00","--","-289814.00","557558.00","267744.00"
"114/10/29","112","4","2834","臺企銀","22986785.00","-39759286.00","1865303.00","3817.00","-14903381.00","49260262.00","34356881.00"
"114/10/29","112","4","2836","高雄銀","4459414.00","-94957.00","-45218.00","765.00","4320004.00","12596904.00","16916908.00"
"114/10/29","112","4","2838","聯邦銀","21440367.00","-3838684.00","404182.00","-92073.00","17913792.00","56340642.00","74254434.00"
"114/10/29","112","4","2845","遠東銀","17576577.00","-3223612.00","-9938037.00","21945.00","4436873.00","28933031.00","33369904.00"
"114/10/29","112","4","2849","安泰銀","2373363.00","196290.00","-3771281.00","-51309.00","-1252937.00","4941326.00","3688389.00"
"114/10/29","112","4","2897","王道銀行","8133486.00","-559524.00","-4041922.00","10203.00","3542243.00","15225156.00","18767399.00"
"114/10/29","112","4","5876","上海商銀","101336279.00","-2759142.00","2599003.00","511244.00","101687384.00","254717189.00","356404573.00"
