出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/07/26","115","2","1570","力肯","288259.00","224517.00","--","--","63742.00","--","--","63742.00","36222.00","--","27520.00","7221.00","34741.00","6892.00","27849.00","--","--","27849.00","45731.00","--","73580.00","27849.00","--","--","73580.00","--","--","0.54"
"115/07/26","115","2","3169","亞信","495261.00","227357.00","--","--","267904.00","--","--","267904.00","135799.00","--","132105.00","16375.00","148480.00","24544.00","123936.00","--","--","123936.00","2410.00","--","126346.00","123936.00","--","--","126346.00","--","--","1.96"
"115/07/26","115","2","3264","欣銓","8517069.00","5168181.00","--","--","3348888.00","--","--","3348888.00","875008.00","--","2473880.00","148799.00","2622679.00","542486.00","2080193.00","--","--","2080193.00","67363.00","--","2147556.00","2080193.00","--","--","2147556.00","--","--","4.39"
"115/07/26","115","2","3511","矽瑪","930872.00","794706.00","--","--","136166.00","--","--","136166.00","177047.00","--","-40881.00","-1796.00","-42677.00","531.00","-43208.00","--","--","-43208.00","7008.00","--","-36200.00","-33122.00","--","-10086.00","-26114.00","--","-10086.00","-0.41"
"115/07/26","115","2","3555","博士旺","451376.00","232109.00","--","--","219267.00","--","--","219267.00","104383.00","--","114884.00","162677.00","277561.00","0.00","277561.00","--","--","277561.00","-130.00","--","277431.00","274612.00","--","2949.00","274545.00","--","2886.00","6.87"
