出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","113","1","2801","彰銀","-11324078.00","-151907.00","46906689.00","1375112.00","36805816.00","135031401.00","171837217.00"
"114/10/28","113","1","2812","台中銀","1289844.00","-9064994.00","790037.00","41365.00","-6943748.00","58184278.00","51240530.00"
"114/10/28","113","1","2820","華票","-9824006.00","-3554.00","9899925.00","--","72365.00","267744.00","340109.00"
"114/10/28","113","1","2834","臺企銀","14121773.00","-11624082.00","-2617677.00","22872.00","-97114.00","34356881.00","34259767.00"
"114/10/28","113","1","2836","高雄銀","-5600987.00","-1231.00","5282801.00","-1240.00","-320657.00","16916908.00","16596251.00"
"114/10/28","113","1","2838","聯邦銀","-2348107.00","-356171.00","-323687.00","654685.00","-2373280.00","74254434.00","71881154.00"
"114/10/28","113","1","2845","遠東銀","13190934.00","-634040.00","-2881563.00","550796.00","10226127.00","33369904.00","43596031.00"
"114/10/28","113","1","2849","安泰銀","-606155.00","-761310.00","858438.00","87851.00","-421176.00","3688389.00","3267213.00"
"114/10/28","113","1","2897","王道銀行","-4582897.00","19088.00","4915939.00","304502.00","656632.00","18767399.00","19424031.00"
"114/10/28","113","1","5876","上海商銀","24514615.00","-652487.00","-12288749.00","11821755.00","23395134.00","356404573.00","379799707.00"
