出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/13","113","4","4716","大立","1245266.00","632867.00","1878133.00","591669.00","140249.00","731918.00","849045.00","--","49270.00","245107.00","-1846.00","0.00","1141576.00","--","--","4639.00","1146215.00","--","0.00","0.00","13.45"
"114/11/13","113","4","4721","美琪瑪","1451414.00","449190.00","1900604.00","583778.00","5427.00","589205.00","749863.00","--","24825.00","626342.00","-89631.00","--","1311399.00","--","--","--","1311399.00","--","0.00","0.00","17.49"
"114/11/13","113","4","4726","永昕","736381.00","2631995.00","3368376.00","661496.00","683401.00","1344897.00","2070508.00","--","421109.00","-466907.00","-1231.00","--","2023479.00","--","--","--","2023479.00","0.00","14900.00","0.00","9.77"
"114/11/13","113","4","4728","雙美","1092512.00","1002460.00","2094972.00","328912.00","253222.00","582134.00","544630.00","--","3651.00","973112.00","-8555.00","--","1512838.00","--","--","--","1512838.00","--","0.00","0.00","27.78"
"114/11/13","113","4","4729","熒茂","1705157.00","1628824.00","3333981.00","1385756.00","549402.00","1935158.00","777268.00","--","124489.00","128720.00","119572.00","--","1150049.00","--","--","248774.00","1398823.00","--","0.00","0.00","14.80"
"114/11/13","113","4","4735","豪展","717357.00","473685.00","1191042.00","349442.00","3489.00","352931.00","367688.00","--","162529.00","502428.00","-103167.00","-91367.00","838111.00","--","--","0.00","838111.00","--","0.00","2166000.00","24.22"
"114/11/13","113","4","4741","泓瀚","559327.00","579859.00","1139186.00","187178.00","2618.00","189796.00","328416.00","--","353350.00","258853.00","-651.00","--","939968.00","--","--","9422.00","949390.00","--","0.00","0.00","28.62"
"114/11/13","113","4","4743","合一","7293156.00","6366390.00","13659546.00","182915.00","676737.00","859652.00","4790645.00","--","7622722.00","-1154212.00","1065500.00","-25777.00","12298878.00","--","--","501016.00","12799894.00","--","0.00","1033339.00","25.73"
"114/11/13","113","4","4744","皇將","1473281.00","866672.00","2339953.00","821642.00","236737.00","1058379.00","549844.00","--","432545.00","200429.00","12519.00","-24492.00","1170845.00","--","--","110729.00","1281574.00","--","0.00","1212000.00","21.77"
"114/11/13","113","4","4745","合富-KY","5948722.00","1009719.00","6958441.00","1753431.00","10699.00","1764130.00","774496.00","--","1223612.00","889588.00","-88876.00","--","2798820.00","--","--","2395491.00","5194311.00","0.00","0.00","0.00","36.14"
"114/11/13","113","4","4747","強生製藥","1336828.00","628437.00","1965265.00","171143.00","90216.00","261359.00","449324.00","--","1048698.00","217493.00","-11609.00","--","1703906.00","--","--","--","1703906.00","--","0.00","0.00","37.92"
"114/11/13","113","4","4749","新應材","1815040.00","3519367.00","5334407.00","1155885.00","1243623.00","2399508.00","822763.00","--","900562.00","1173675.00","28008.00","--","2925008.00","--","--","9891.00","2934899.00","--","0.00","0.00","35.55"
"114/11/13","113","4","4754","國碳科","447922.00","384881.00","832803.00","164876.00","158600.00","323476.00","302832.00","--","43287.00","169375.00","-6167.00","--","509327.00","--","--","--","509327.00","0.00","0.00","0.00","16.82"
"114/11/13","113","4","4760","勤凱科技","1163068.00","343938.00","1507006.00","580865.00","1249.00","582114.00","301127.00","--","206131.00","408907.00","8727.00","0.00","--","--","--","--","924892.00","--","0.00","0.00","30.71"
"114/11/13","113","4","4767","誠泰科技","1068179.00","355043.00","1423222.00","219727.00","246463.00","466190.00","314150.00","--","80349.00","593084.00","-29929.00","--","957654.00","--","--","-622.00","957032.00","--","0.00","0.00","30.48"
"114/11/13","113","4","4768","晶呈科技","709880.00","2112841.00","2822721.00","457475.00","488410.00","945885.00","452266.00","--","1014225.00","192617.00","1615.00","--","1660723.00","--","--","216113.00","1876836.00","0.00","0.00","0.00","36.72"
"114/11/13","113","4","4772","台特化","2034149.00","1351246.00","3385395.00","153120.00","107.00","153227.00","1476816.00","--","1133780.00","621572.00","--","--","--","--","--","--","3232168.00","0.00","0.00","0.00","21.89"
"114/11/13","113","4","4804","大略-KY","71944.00","234329.00","306273.00","181497.00","86533.00","268030.00","453479.00","--","0.00","-393533.00","-21703.00","0.00","38243.00","0.00","--","0.00","38243.00","--","0.00","0.00","0.84"
"114/11/13","113","4","4806","桂田文創","640760.00","355330.00","996090.00","172731.00","141998.00","314729.00","1998941.00","--","9253.00","-1265872.00","-60961.00","--","681361.00","--","--","0.00","681361.00","0.00","0.00","0.00","3.41"
"114/11/13","113","4","4903","聯光通","970919.00","430462.00","1401381.00","336407.00","20219.00","356626.00","1053437.00","--","58511.00","-74683.00","7490.00","--","1044755.00","--","--","0.00","1044755.00","0.00","0.00","0.00","9.92"
"114/11/13","113","4","4905","台聯電","2051931.00","2353575.00","4405506.00","1211438.00","156910.00","1368348.00","292600.00","--","8832.00","2645425.00","-88364.00","-14.00","2858479.00","--","--","178679.00","3037158.00","--","0.00","595.00","97.69"
"114/11/13","113","4","4907","富宇","7629845.00","64720.00","7694565.00","3555475.00","1602398.00","5157873.00","1181458.00","--","70000.00","1268011.00","17223.00","--","--","--","--","--","2536692.00","--","0.00","0.00","21.47"
"114/11/13","113","4","4908","前鼎","1472444.00","412412.00","1884856.00","176490.00","4492.00","180982.00","782169.00","--","94151.00","831293.00","-3739.00","--","--","--","--","--","1703874.00","0.00","0.00","0.00","21.78"
"114/11/13","113","4","4909","新復興","3363851.00","374095.00","3737946.00","467981.00","37838.00","505819.00","933568.00","--","514638.00","1773715.00","10206.00","--","3232127.00","--","--","--","3232127.00","--","0.00","0.00","34.62"
"114/11/13","113","4","4911","德英","450915.00","508259.00","959174.00","124771.00","869.00","125640.00","589996.00","--","134235.00","109303.00","--","--","--","--","--","--","833534.00","0.00","0.00","0.00","14.13"
"114/11/13","113","4","4923","力士","669719.00","152239.00","821958.00","198857.00","48549.00","247406.00","338908.00","--","318896.00","-27702.00","-72.00","-55478.00","574552.00","--","--","--","574552.00","0.00","0.00","1150000.00","17.55"
"114/11/13","113","4","4924","欣厚-KY","277566.00","455881.00","733447.00","259216.00","119709.00","378925.00","371644.00","--","5238.00","45575.00","-67935.00","--","354522.00","--","--","--","354522.00","0.00","0.00","0.00","9.54"
"114/11/13","113","4","4931","新盛力","1387847.00","324627.00","1712474.00","528140.00","8151.00","536291.00","656478.00","--","37991.00","522653.00","-40939.00","--","1176183.00","--","--","--","1176183.00","--","0.00","0.00","17.92"
"114/11/13","113","4","4933","友輝","3920192.00","901037.00","4821229.00","817357.00","287524.00","1104881.00","818537.00","--","1035858.00","1947424.00","-85471.00","--","3716348.00","--","--","--","3716348.00","--","202000.00","0.00","45.40"
"114/11/13","113","4","4939","亞電","1641967.00","1135188.00","2777155.00","956023.00","272496.00","1228519.00","982009.00","--","192899.00","309163.00","64565.00","--","1548636.00","--","--","--","1548636.00","0.00","0.00","0.00","15.77"
"114/11/13","113","4","4946","辣椒","94389.00","26572.00","120961.00","73224.00","5821.00","79045.00","78110.00","--","53939.00","-89579.00","239.00","--","42709.00","--","--","-793.00","41916.00","--","0.00","0.00","5.47"
"114/11/13","113","4","4950","金耘國際","922205.00","516245.00","1438450.00","479369.00","32009.00","511378.00","1467598.00","--","0.00","-890306.00","-8792.00","--","568500.00","0.00","--","358572.00","927072.00","--","0.00","0.00","3.87"
"114/11/13","113","4","4951","精拓科","481512.00","570730.00","1052242.00","138211.00","14709.00","152920.00","341487.00","--","123645.00","438712.00","-9520.00","--","894324.00","--","--","4998.00","899322.00","0.00","0.00","0.00","26.19"
"114/11/13","113","4","4953","緯軟","4695887.00","942926.00","5638813.00","1668690.00","149023.00","1817713.00","729652.00","--","1316225.00","1809744.00","-34521.00","0.00","3821100.00","--","--","--","3821100.00","0.00","0.00","0.00","52.37"
"114/11/13","113","4","4966","譜瑞-KY","16723182.00","9481429.00","26204611.00","3645960.00","197502.00","3843462.00","811601.00","--","4169642.00","16999192.00","1892540.00","-1511826.00","22361149.00","--","--","--","22361149.00","0.00","0.00","1856734.00","281.97"
"114/11/13","113","4","4971","IET-KY","694577.00","1328365.00","2022942.00","260590.00","1584.00","262174.00","380065.00","--","736254.00","490547.00","153284.00","--","1760150.00","--","--","618.00","1760768.00","--","0.00","0.00","46.31"
"114/11/13","113","4","4972","湯石照明","1425655.00","752356.00","2178011.00","489481.00","68400.00","557881.00","579966.00","--","839221.00","257640.00","-42325.00","-14372.00","1620130.00","--","--","--","1620130.00","--","0.00","500000.00","28.18"
"114/11/13","113","4","4973","廣穎電通","1903567.00","1051032.00","2954599.00","828896.00","5036.00","833932.00","643928.00","--","325457.00","639095.00","512187.00","0.00","2120667.00","--","--","--","2120667.00","0.00","0.00","0.00","32.93"
"114/11/13","113","4","4974","亞泰","4411796.00","221945.00","4633741.00","1164134.00","79456.00","1243590.00","725001.00","--","707351.00","1918225.00","39574.00","--","3390151.00","--","--","--","3390151.00","--","0.00","0.00","46.76"
"114/11/13","113","4","4979","華星光","3971393.00","773773.00","4745166.00","600949.00","746094.00","1347043.00","1408398.00","--","1174245.00","875135.00","-59655.00","--","3398123.00","--","--","--","3398123.00","--","0.00","0.00","24.13"
"114/11/13","113","4","4987","科誠","1129226.00","477672.00","1606898.00","303134.00","100009.00","403143.00","318780.00","--","166865.00","718114.00","-4.00","--","1203755.00","--","--","--","1203755.00","--","0.00","0.00","37.76"
"114/11/13","113","4","4991","環宇-KY","1437762.00","2067963.00","3505725.00","202752.00","281577.00","484329.00","1123383.00","--","1958874.00","-236986.00","176125.00","--","3021396.00","--","--","--","3021396.00","0.00","0.00","0.00","26.90"
"114/11/13","113","4","4995","晶達","749270.00","1000647.00","1749917.00","364831.00","376150.00","740981.00","423200.00","--","208291.00","374401.00","3044.00","--","1008936.00","--","--","--","1008936.00","--","34000.00","0.00","23.84"
"114/11/13","113","4","5009","榮剛","17665603.00","18230710.00","35896313.00","4414779.00","12278550.00","16693329.00","6024712.00","--","6854018.00","6250975.00","-8680.00","-352168.00","18768857.00","--","--","434127.00","19202984.00","--","0.00","16099044.00","32.01"
"114/11/13","113","4","5011","久陽","2301483.00","3375544.00","5677027.00","1848966.00","1226195.00","3075161.00","1006697.00","--","1110464.00","101642.00","-10568.00","--","2208235.00","--","--","393631.00","2601866.00","0.00","0.00","0.00","21.94"
"114/11/13","113","4","5013","強新","4999555.00","3526916.00","8526471.00","1815501.00","1585392.00","3400893.00","1334160.00","--","10937.00","2407500.00","2125.00","--","3754722.00","--","--","1370856.00","5125578.00","--","0.00","0.00","28.14"
"114/11/13","113","4","5014","建錩","7622032.00","3935118.00","11557150.00","6749637.00","1580563.00","8330200.00","1853330.00","--","370049.00","1126043.00","-132137.00","--","3217285.00","--","--","9665.00","3226950.00","0.00","0.00","0.00","17.36"
"114/11/13","113","4","5015","華祺","2023685.00","618844.00","2642529.00","1243081.00","32049.00","1275130.00","606392.00","--","93952.00","665441.00","1614.00","--","1367399.00","--","--","--","1367399.00","0.00","0.00","0.00","22.55"
"114/11/13","113","4","5016","松和","1573861.00","983775.00","2557636.00","451566.00","603780.00","1055346.00","496221.00","--","8000.00","984766.00","2161.00","--","1491148.00","--","--","11142.00","1502290.00","0.00","0.00","0.00","30.05"
"114/11/13","113","4","5201","凱衛","536884.00","99660.00","636544.00","126421.00","56912.00","183333.00","306746.00","--","2795.00","176994.00","-38029.00","--","448506.00","--","--","4705.00","453211.00","0.00","0.00","0.00","14.62"
"114/11/13","113","4","5202","力新","735087.00","617322.00","1352409.00","63707.00","29893.00","93600.00","890940.00","--","72812.00","305752.00","-10699.00","--","1258805.00","--","--","4.00","1258809.00","0.00","0.00","0.00","14.13"
"114/11/13","113","4","5205","中茂","99288.00","65975.00","165263.00","25652.00","7937.00","33589.00","135000.00","0.00","68242.00","-15851.00","-56474.00","0.00","130917.00","--","--","757.00","131674.00","--","0.00","0.00","9.70"
"114/11/13","113","4","5206","坤悅","15550119.00","298555.00","15848674.00","11649867.00","1019946.00","12669813.00","1559250.00","--","91297.00","1528314.00","0.00","0.00","3178861.00","--","--","--","3178861.00","0.00","0.00","0.00","20.39"
"114/11/13","113","4","5209","新鼎","4672707.00","393091.00","5065798.00","3542195.00","526617.00","4068812.00","284287.00","--","217447.00","494916.00","333.00","--","996983.00","--","--","3.00","996986.00","0.00","14500.00","0.00","35.11"
"114/11/13","113","4","5210","寶碩","484126.00","338074.00","822200.00","67415.00","15210.00","82625.00","821778.00","--","179580.00","-233908.00","-27875.00","0.00","739575.00","--","--","0.00","739575.00","--","0.00","0.00","9.00"
"114/11/13","113","4","5211","蒙恬","259342.00","163771.00","423113.00","28378.00","15577.00","43955.00","320247.00","--","112766.00","-61566.00","2051.00","0.00","373498.00","--","--","5660.00","379158.00","0.00","0.00","0.00","11.66"
"114/11/13","113","4","5212","凌網","1163006.00","236670.00","1399676.00","376334.00","390516.00","766850.00","346330.00","--","42564.00","211968.00","19754.00","--","620616.00","--","--","12210.00","632826.00","--","0.00","0.00","17.92"
"114/11/13","113","4","5213","亞昕","65444975.00","4704432.00","70149407.00","46711576.00","8363809.00","55075385.00","6623075.00","--","4358965.00","2907156.00","-119773.00","-31810.00","13737613.00","--","--","1336409.00","15074022.00","0.00","0.00","1420000.00","20.79"
"114/11/13","113","4","5220","萬達光電","572176.00","657318.00","1229494.00","226571.00","220884.00","447455.00","396670.00","--","45834.00","339466.00","69.00","--","782039.00","--","--","--","782039.00","0.00","0.00","0.00","19.72"
"114/11/13","113","4","5223","安力-KY","1540328.00","1984011.00","3524339.00","1036409.00","467445.00","1503854.00","445498.00","--","561556.00","1022171.00","-8740.00","--","2020485.00","--","--","--","2020485.00","0.00","0.00","0.00","45.35"
"114/11/13","113","4","5227","立凱-KY","413407.00","632738.00","1046145.00","511958.00","13333.00","525291.00","680000.00","--","429000.00","-615054.00","26908.00","--","520854.00","--","--","--","520854.00","0.00","0.00","0.00","7.66"
"114/11/13","113","4","5228","鈺鎧","230731.00","921192.00","1151923.00","129920.00","504397.00","634317.00","380563.00","--","71655.00","62575.00","2813.00","--","--","--","--","--","517606.00","0.00","0.00","0.00","13.60"
"114/11/13","113","4","5230","雷笛克光學","1292918.00","1147122.00","2440040.00","723501.00","275054.00","998555.00","573748.00","--","667822.00","314603.00","-124478.00","0.00","1431695.00","--","--","9790.00","1441485.00","--","0.00","0.00","24.95"
