出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","111","1","2801","彰銀","-109426252.00","-748952.00","63734468.00","1156691.00","-45284045.00","194506675.00","149222630.00"
"114/10/28","111","1","2812","台中銀","-5757.00","-1108298.00","817423.00","43949.00","-252683.00","47367088.00","47114405.00"
"114/10/28","111","1","2820","華票","-2846609.00","-6046.00","3088742.00","--","236087.00","554598.00","790685.00"
"114/10/28","111","1","2834","臺企銀","6540929.00","-17403833.00","-933999.00","-6394.00","-11803297.00","39444032.00","27640735.00"
"114/10/28","111","1","2836","高雄銀","171244.00","-56748.00","1464088.00","405.00","1578989.00","13399062.00","14978051.00"
"114/10/28","111","1","2838","聯邦銀","-30095353.00","-1258156.00","-464588.00","772727.00","-31045370.00","71489262.00","40443892.00"
"114/10/28","111","1","2845","遠東銀","-8235780.00","-2385981.00","-108400.00","488813.00","-10241348.00","42158013.00","31916665.00"
"114/10/28","111","1","2849","安泰銀","-2366079.00","-1100631.00","1563020.00","67996.00","-1835694.00","3705090.00","1869396.00"
"114/10/28","111","1","2897","王道銀行","-3040232.00","-206836.00","-845421.00","587071.00","-3505418.00","15198196.00","11692778.00"
"114/10/28","111","1","5876","上海商銀","42460419.00","-1052712.00","1594161.00","3999841.00","47001709.00","182050068.00","229051777.00"
