出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","110","4","2801","彰銀","52560906.00","-728119.00","-32263800.00","-516997.00","19051990.00","175454685.00","194506675.00"
"114/10/28","110","4","2812","台中銀","-1118532.00","-6317406.00","8517784.00","36023.00","1117869.00","46249219.00","47367088.00"
"114/10/28","110","4","2820","華票","-1536468.00","41743.00","1784603.00","--","289878.00","264720.00","554598.00"
"114/10/28","110","4","2834","臺企銀","81854389.00","-91678081.00","17215705.00","1234582.00","8626595.00","30817437.00","39444032.00"
"114/10/28","110","4","2836","高雄銀","3540055.00","-68577.00","813267.00","83.00","4284828.00","9114234.00","13399062.00"
"114/10/28","110","4","2838","聯邦銀","-2703110.00","-3554408.00","5595219.00","-721350.00","-1383649.00","72872911.00","71489262.00"
"114/10/28","110","4","2845","遠東銀","6783395.00","381778.00","-3546238.00","-452064.00","3166871.00","38991142.00","42158013.00"
"114/10/28","110","4","2849","安泰銀","4859814.00","-270597.00","-2940213.00","-28422.00","1620582.00","2084508.00","3705090.00"
"114/10/28","110","4","2897","王道銀行","-1526908.00","167725.00","-96794.00","-251471.00","-1707448.00","16905644.00","15198196.00"
"114/10/28","110","4","5876","上海商銀","-6695471.00","-4662856.00","3056856.00","-5491573.00","-13793044.00","195843112.00","182050068.00"
