出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","111","1","1217","愛之味","1130291.00","790517.00","--","--","339774.00","--","--","339774.00","274993.00","--","64781.00","3176.00","67957.00","13101.00","54856.00","0.00","--","54856.00","82101.00","--","136957.00","51787.00","--","3069.00","132225.00","--","4732.00","0.10"
"114/10/29","111","1","1218","泰山","2573577.00","2177741.00","--","--","395836.00","2270.00","231.00","393797.00","297474.00","--","96323.00","60294.00","156617.00","16500.00","140117.00","--","--","140117.00","4854.00","--","144971.00","140116.00","--","1.00","144985.00","--","-14.00","0.29"
"114/10/29","111","1","1219","福壽","4222653.00","3688415.00","--","-3038.00","531200.00","6000.00","--","525200.00","296227.00","--","228973.00","13244.00","242217.00","48886.00","193331.00","--","--","193331.00","4250.00","--","197581.00","201893.00","--","-8562.00","205435.00","--","-7854.00","0.63"
"114/10/29","111","1","1220","台榮","818803.00","719344.00","--","--","99459.00","--","--","99459.00","57102.00","--","42357.00","8129.00","50486.00","8236.00","42250.00","--","--","42250.00","0.00","--","42250.00","33326.00","--","8924.00","33326.00","--","8924.00","0.19"
"114/10/29","111","1","1225","福懋油","3505862.00","3112621.00","1146.00","--","394387.00","2310.00","--","392077.00","168800.00","-1288.00","221989.00","23596.00","245585.00","48592.00","196993.00","--","--","196993.00","5597.00","--","202590.00","204587.00","--","-7594.00","210184.00","--","-7594.00","0.94"
"114/10/29","111","1","1227","佳格","6730455.00","5259254.00","--","--","1471201.00","--","--","1471201.00","1069203.00","--","401998.00","30652.00","432650.00","99703.00","332947.00","--","--","332947.00","98295.00","--","431242.00","327045.00","--","5902.00","491204.00","--","-59962.00","0.36"
"114/10/29","111","1","1229","聯華","2598573.00","2129467.00","--","--","469106.00","--","--","469106.00","261440.00","--","207666.00","1221964.00","1429630.00","18038.00","1411592.00","--","--","1411592.00","1860395.00","--","3271987.00","1277603.00","--","133989.00","2010921.00","--","1261066.00","0.91"
"114/10/29","111","1","1231","聯華食","2524332.00","1919109.00","--","--","605223.00","--","--","605223.00","329577.00","--","275646.00","-143.00","275503.00","55609.00","219894.00","--","--","219894.00","9654.00","--","229548.00","220350.00","--","-456.00","229311.00","--","237.00","1.09"
"114/10/29","111","1","1232","大統益","5698170.00","4861827.00","--","--","836343.00","--","--","836343.00","249273.00","--","587070.00","21539.00","608609.00","121548.00","487061.00","--","--","487061.00","2110.00","--","489171.00","477307.00","--","9754.00","479417.00","--","9754.00","2.98"
"114/10/29","111","1","1233","天仁","451608.00","191665.00","0.00","0.00","259943.00","0.00","0.00","259943.00","247141.00","--","12802.00","8595.00","21397.00","3995.00","17402.00","--","--","17402.00","19285.00","--","36687.00","17262.00","--","140.00","36467.00","--","220.00","0.19"
"114/10/29","111","1","1234","黑松","2044141.00","1601155.00","--","--","442986.00","--","--","442986.00","422094.00","--","20892.00","128938.00","149830.00","24475.00","125355.00","--","--","125355.00","6496.00","--","131851.00","125355.00","--","--","131851.00","--","--","0.31"
"114/10/29","111","1","1235","興泰","3436.00","4923.00","--","--","-1487.00","--","--","-1487.00","2705.00","--","-4192.00","28277.00","24085.00","6.00","24079.00","--","--","24079.00","321066.00","--","345145.00","24079.00","--","--","345145.00","--","--","0.24"
"114/10/29","111","1","1236","宏亞","544699.00","395414.00","--","--","149285.00","--","--","149285.00","144757.00","--","4528.00","457433.00","461961.00","40048.00","421913.00","--","--","421913.00","52504.00","--","474417.00","421913.00","--","0.00","474417.00","--","0.00","3.89"
"114/10/29","111","1","1256","鮮活果汁-KY","889235.00","652873.00","--","--","236362.00","--","--","236362.00","160452.00","--","75910.00","3146.00","79056.00","26838.00","52218.00","--","--","52218.00","151259.00","--","203477.00","44475.00","--","7743.00","181437.00","--","22040.00","1.31"
"114/10/29","111","1","1301","台塑","71003763.00","53461467.00","--","--","17542296.00","--","--","17542296.00","4212469.00","--","13329827.00","6393536.00","19723363.00","3149342.00","16574021.00","--","--","16574021.00","8305877.00","--","24879898.00","16574021.00","--","--","24879898.00","--","--","2.60"
"114/10/29","111","1","1303","南亞","102092039.00","82524774.00","--","--","19567265.00","--","-19480.00","19547785.00","6080894.00","--","13466891.00","6590061.00","20056952.00","3782903.00","16274049.00","--","--","16274049.00","8823062.00","--","25097111.00","15042909.00","--","1231140.00","23716256.00","--","1380855.00","1.90"
"114/10/29","111","1","1304","台聚","17097921.00","13968597.00","--","--","3129324.00","--","--","3129324.00","1461039.00","--","1668285.00","-680332.00","987953.00","257577.00","730376.00","--","--","730376.00","1129941.00","--","1860317.00","534759.00","--","195617.00","1055515.00","--","804802.00","0.50"
"114/10/29","111","1","1305","華夏","5307072.00","4556167.00","--","--","750905.00","--","--","750905.00","508712.00","--","242193.00","321935.00","564128.00","65099.00","499029.00","--","--","499029.00","8990.00","--","508019.00","450834.00","--","48195.00","459806.00","--","48213.00","0.78"
"114/10/29","111","1","1307","三芳","2617268.00","2258215.00","--","--","359053.00","--","--","359053.00","330485.00","--","28568.00","113263.00","141831.00","32488.00","109343.00","--","--","109343.00","205323.00","--","314666.00","109343.00","--","--","314666.00","--","--","0.27"
"114/10/29","111","1","1308","亞聚","2141616.00","1584910.00","--","--","556706.00","--","--","556706.00","90210.00","--","466496.00","-193003.00","273493.00","42673.00","230820.00","--","--","230820.00","103720.00","--","334540.00","230820.00","--","--","334540.00","--","--","0.39"
"114/10/29","111","1","1309","台達化","4535929.00","3925844.00","--","--","610085.00","--","--","610085.00","394685.00","--","215400.00","105141.00","320541.00","61651.00","258890.00","--","--","258890.00","68245.00","--","327135.00","258890.00","--","--","327135.00","--","--","0.68"
"114/10/29","111","1","1310","台苯","3535614.00","3435816.00","--","--","99798.00","--","--","99798.00","59592.00","--","40206.00","138970.00","179176.00","43456.00","135720.00","--","--","135720.00","-17043.00","--","118677.00","95086.00","--","40634.00","73979.00","--","44698.00","0.18"
"114/10/29","111","1","1312","國喬","4537106.00","3949300.00","--","--","587806.00","--","--","587806.00","425426.00","--","162380.00","581432.00","743812.00","120151.00","623661.00","--","--","623661.00","1062203.00","--","1685864.00","588463.00","--","35198.00","1559729.00","--","126135.00","0.65"
"114/10/29","111","1","1313","聯成","19195468.00","17830497.00","--","--","1364971.00","--","--","1364971.00","728838.00","--","636133.00","536822.00","1172955.00","206146.00","966809.00","--","--","966809.00","814186.00","--","1780995.00","966809.00","--","--","1780995.00","--","--","0.74"
"114/10/29","111","1","1314","中石化","7382270.00","7343526.00","--","--","38744.00","--","--","38744.00","543452.00","--","-504708.00","176612.00","-328096.00","4492.00","-332588.00","--","--","-332588.00","697918.00","--","365330.00","-331340.00","--","-1248.00","366415.00","--","-1085.00","-0.09"
"114/10/29","111","1","1315","達新","613677.00","509296.00","--","--","104381.00","--","--","104381.00","82082.00","--","22299.00","71968.00","94267.00","13151.00","81116.00","--","--","81116.00","267426.00","--","348542.00","80473.00","--","643.00","346964.00","--","1578.00","0.84"
"114/10/29","111","1","1316","上曜","350850.00","272303.00","--","--","78547.00","--","--","78547.00","90679.00","--","-12132.00","49982.00","37850.00","2265.00","35585.00","--","--","35585.00","717.00","--","36302.00","-6159.00","--","41744.00","-5955.00","--","42257.00","-0.03"
"114/10/29","111","1","1319","東陽","5024238.00","4031741.00","--","--","992497.00","--","--","992497.00","726304.00","--","266193.00","120658.00","386851.00","86384.00","300467.00","--","--","300467.00","226784.00","--","527251.00","301339.00","--","-872.00","510336.00","--","16915.00","0.51"
"114/10/29","111","1","1321","大洋","1772509.00","1671836.00","--","--","100673.00","--","--","100673.00","158065.00","--","-57392.00","48206.00","-9186.00","5289.00","-14475.00","--","--","-14475.00","34698.00","--","20223.00","-14475.00","0.00","0.00","20223.00","--","--","-0.07"
"114/10/29","111","1","1323","永裕","992715.00","774119.00","--","--","218596.00","--","--","218596.00","120230.00","--","98366.00","11334.00","109700.00","24036.00","85664.00","--","--","85664.00","69171.00","--","154835.00","58109.00","--","27555.00","127280.00","--","27555.00","0.64"
"114/10/29","111","1","1324","地球","256030.00","217358.00","--","--","38672.00","--","--","38672.00","41117.00","--","-2445.00","2348.00","-97.00","2215.00","-2312.00","--","--","-2312.00","8820.00","--","6508.00","-2312.00","--","--","6508.00","--","--","-0.03"
"114/10/29","111","1","1325","恆大","149980.00","139172.00","--","--","10808.00","--","--","10808.00","12244.00","--","-1436.00","4677.00","3241.00","963.00","2278.00","--","--","2278.00","18331.00","--","20609.00","3485.00","--","-1207.00","17967.00","--","2642.00","0.04"
"114/10/29","111","1","1326","台化","95399038.00","86211844.00","--","--","9187194.00","--","--","9187194.00","4859012.00","--","4328182.00","3840912.00","8169094.00","1196880.00","6972214.00","--","--","6972214.00","5479322.00","--","12451536.00","6060785.00","--","911429.00","11385454.00","--","1066082.00","1.04"
"114/10/29","111","1","1337","再生-KY","141378.00","190949.00","--","--","-49571.00","--","--","-49571.00","56157.00","--","-105728.00","7899.00","-97829.00","--","-97829.00","--","--","-97829.00","184084.00","--","86255.00","-97829.00","--","--","86255.00","--","--","-0.36"
"114/10/29","111","1","1338","廣華-KY","2093634.00","1634486.00","--","--","459148.00","--","--","459148.00","312494.00","--","146654.00","19761.00","166415.00","30017.00","136398.00","--","--","136398.00","255171.00","--","391569.00","135942.00","--","456.00","375407.00","--","16162.00","1.62"
"114/10/29","111","1","1339","昭輝","511585.00","400223.00","--","--","111362.00","--","--","111362.00","83486.00","--","27876.00","119324.00","147200.00","37329.00","109871.00","--","--","109871.00","25891.00","--","135762.00","113915.00","--","-4044.00","135644.00","--","118.00","1.54"
"114/10/29","111","1","1340","勝悅-KY","124914.00","200347.00","--","--","-75433.00","--","--","-75433.00","30121.00","--","-105554.00","8849.00","-96705.00","-375.00","-96330.00","--","--","-96330.00","178738.00","--","82408.00","-96330.00","--","--","82408.00","--","--","-0.63"
"114/10/29","111","1","1341","富林-KY","778217.00","638313.00","--","--","139904.00","--","--","139904.00","50697.00","--","89207.00","6100.00","95307.00","20341.00","74966.00","--","--","74966.00","36264.00","--","111230.00","74966.00","--","--","111230.00","--","--","1.49"
"114/10/29","111","1","1342","八貫","616114.00","461403.00","--","--","154711.00","--","--","154711.00","46361.00","--","108350.00","20747.00","129097.00","25823.00","103274.00","--","--","103274.00","--","--","103274.00","--","--","--","--","--","--","1.52"
"114/10/29","111","1","1402","遠東新","63384251.00","49940018.00","--","--","13444233.00","--","--","13444233.00","9292830.00","111731.00","4263134.00","719066.00","4982200.00","914701.00","4067499.00","--","--","4067499.00","3675472.00","--","7742971.00","2753391.00","--","1314108.00","6239429.00","--","1503542.00","0.55"
"114/10/29","111","1","1410","南染","88000.00","62574.00","--","--","25426.00","--","--","25426.00","21631.00","--","3795.00","6116.00","9911.00","1223.00","8688.00","--","--","8688.00","-135.00","--","8553.00","8371.00","--","317.00","8236.00","--","317.00","0.13"
"114/10/29","111","1","1413","宏洲","888266.00","812938.00","--","--","75328.00","--","--","75328.00","35487.00","--","39841.00","5625.00","45466.00","0.00","45466.00","--","--","45466.00","0.00","--","45466.00","--","--","--","--","--","--","0.34"
"114/10/29","111","1","1414","東和","185455.00","140201.00","--","--","45254.00","--","--","45254.00","18918.00","--","26336.00","3289.00","29625.00","6179.00","23446.00","--","--","23446.00","-6038.00","--","17408.00","--","--","--","--","--","--","0.11"
"114/10/29","111","1","1416","廣豐","55420.00","42625.00","--","--","12795.00","--","--","12795.00","27705.00","--","-14910.00","-20900.00","-35810.00","481.00","-36291.00","0.00","--","-36291.00","241845.00","--","205554.00","-34432.00","--","-1859.00","207413.00","--","-1859.00","-0.19"
"114/10/29","111","1","1417","嘉裕","403375.00","243703.00","--","--","159672.00","--","--","159672.00","159193.00","--","479.00","8748.00","9227.00","0.00","9227.00","-1171.00","--","8056.00","61531.00","--","69587.00","8056.00","--","--","69587.00","--","--","0.04"
"114/10/29","111","1","1418","東華","5195.00","8657.00","--","--","-3462.00","--","--","-3462.00","18089.00","1903.00","-19648.00","-7668.00","-27316.00","0.00","-27316.00","--","--","-27316.00","-578.00","--","-27894.00","-27315.00","--","-1.00","-27893.00","--","-1.00","-0.50"
"114/10/29","111","1","1419","新紡","749379.00","561889.00","--","--","187490.00","--","--","187490.00","171713.00","343.00","16120.00","1541654.00","1557774.00","131880.00","1425894.00","--","--","1425894.00","569163.00","--","1995057.00","1425894.00","--","0.00","1995057.00","--","0.00","4.77"
"114/10/29","111","1","1423","利華","60492.00","42617.00","--","--","17875.00","--","--","17875.00","9610.00","--","8265.00","23750.00","32015.00","6403.00","25612.00","--","--","25612.00","11010.00","--","36622.00","--","--","--","--","--","--","0.19"
"114/10/29","111","1","1432","大魯閣","262927.00","155974.00","--","--","106953.00","--","--","106953.00","99459.00","--","7494.00","-6296.00","1198.00","0.00","1198.00","--","--","1198.00","6004.00","--","7202.00","1121.00","--","77.00","7125.00","--","77.00","0.01"
"114/10/29","111","1","1434","福懋","8913782.00","7888485.00","--","--","1025297.00","--","--","1025297.00","658536.00","--","366761.00","289060.00","655821.00","98616.00","557205.00","--","--","557205.00","-201628.00","--","355577.00","557205.00","--","0.00","355577.00","--","0.00","0.33"
"114/10/29","111","1","1435","中福","3483.00","189.00","--","--","3294.00","--","--","3294.00","11929.00","--","-8635.00","133924.00","125289.00","0.00","125289.00","--","--","125289.00","0.00","--","125289.00","125289.00","--","0.00","125289.00","--","0.00","0.90"
"114/10/29","111","1","1436","華友聯","5227.00","3914.00","--","--","1313.00","--","--","1313.00","38113.00","--","-36800.00","-16243.00","-53043.00","-5987.00","-47056.00","--","--","-47056.00","-404.00","--","-47460.00","-47056.00","--","--","-47460.00","--","--","-0.49"
"114/10/29","111","1","1437","勤益控","181015.00","61726.00","--","--","119289.00","--","--","119289.00","15006.00","--","104283.00","-8038.00","96245.00","12574.00","83671.00","--","--","83671.00","74944.00","--","158615.00","83650.00","--","21.00","158594.00","--","21.00","0.41"
"114/10/29","111","1","1438","三地開發","15.00","35.00","--","--","-20.00","--","--","-20.00","3655.00","--","-3675.00","4801.00","1126.00","0.00","1126.00","--","--","1126.00","--","--","1126.00","--","--","--","--","--","--","0.02"
"114/10/29","111","1","1439","雋揚","11959.00","11880.00","--","--","79.00","--","--","79.00","8429.00","--","-8350.00","37222.00","28872.00","203.00","28669.00","--","--","28669.00","6805.00","--","35474.00","28669.00","--","--","35474.00","--","--","0.31"
"114/10/29","111","1","1440","南紡","5790996.00","4599472.00","--","--","1191524.00","--","--","1191524.00","612409.00","--","579115.00","401890.00","981005.00","213097.00","767908.00","--","--","767908.00","426072.00","--","1193980.00","758235.00","--","9673.00","1176698.00","--","17282.00","0.46"
"114/10/29","111","1","1441","大東","413020.00","387023.00","--","--","25997.00","--","--","25997.00","54275.00","--","-28278.00","13982.00","-14296.00","-331.00","-13965.00","--","--","-13965.00","15558.00","--","1593.00","-2713.00","--","-11252.00","11385.00","--","-9792.00","-0.03"
"114/10/29","111","1","1442","名軒","194434.00","166532.00","--","--","27902.00","--","--","27902.00","30748.00","--","-2846.00","11484.00","8638.00","7245.00","1393.00","--","--","1393.00","-448.00","--","945.00","--","--","--","--","--","--","0.00"
"114/10/29","111","1","1443","立益物流","214050.00","136808.00","--","--","77242.00","--","--","77242.00","29293.00","--","47949.00","44030.00","91979.00","3878.00","88101.00","0.00","--","88101.00","-60130.00","--","27971.00","88571.00","--","-470.00","54585.00","--","-26614.00","0.65"
"114/10/29","111","1","1444","力麗","2900284.00","2520032.00","--","--","380252.00","--","210.00","380462.00","220478.00","--","159984.00","171396.00","331380.00","58814.00","272566.00","--","--","272566.00","-2574.00","--","269992.00","263794.00","--","8772.00","249481.00","--","20511.00","0.28"
"114/10/29","111","1","1445","大宇","349884.00","320616.00","--","--","29268.00","--","--","29268.00","37629.00","--","-8361.00","6720.00","-1641.00","226.00","-1867.00","--","--","-1867.00","-10600.00","--","-12467.00","-1867.00","--","--","-12467.00","--","--","-0.01"
"114/10/29","111","1","1446","宏和","31158.00","28350.00","--","--","2808.00","--","--","2808.00","13441.00","--","-10633.00","7474.00","-3159.00","71.00","-3230.00","--","--","-3230.00","-2875.00","--","-6105.00","-3230.00","--","--","-6105.00","--","--","-0.02"
"114/10/29","111","1","1447","力鵬","6366948.00","6095513.00","--","--","271435.00","-144.00","0.00","271579.00","216499.00","--","55080.00","86134.00","141214.00","27814.00","113400.00","--","--","113400.00","-43591.00","--","69809.00","113450.00","--","-50.00","76200.00","--","-6391.00","0.13"
"114/10/29","111","1","1449","佳和","612921.00","548865.00","--","--","64056.00","--","--","64056.00","90133.00","--","-26077.00","56240.00","30163.00","21440.00","8723.00","--","--","8723.00","-3631.00","--","5092.00","8809.00","--","-86.00","5081.00","--","11.00","0.08"
"114/10/29","111","1","1451","年興","1972609.00","1775235.00","--","--","197374.00","--","--","197374.00","123547.00","--","73827.00","144481.00","218308.00","32614.00","185694.00","--","--","185694.00","-157673.00","--","28021.00","185694.00","--","--","28021.00","--","--","0.94"
"114/10/29","111","1","1452","宏益","515193.00","417464.00","--","--","97729.00","--","--","97729.00","30244.00","--","67485.00","3802.00","71287.00","20103.00","51184.00","--","--","51184.00","26650.00","--","77834.00","51184.00","--","--","77834.00","--","--","0.39"
"114/10/29","111","1","1453","大將","126069.00","118597.00","--","--","7472.00","--","--","7472.00","16235.00","--","-8763.00","47906.00","39143.00","3336.00","35807.00","--","--","35807.00","--","--","35807.00","35808.00","--","-1.00","35808.00","--","-1.00","0.36"
"114/10/29","111","1","1454","台富","450137.00","406524.00","--","--","43613.00","--","--","43613.00","37883.00","1405.00","7135.00","2205.00","9340.00","2063.00","7277.00","--","--","7277.00","575.00","--","7852.00","7277.00","--","0.00","7852.00","--","0.00","0.06"
"114/10/29","111","1","1455","集盛","2821857.00","2564075.00","--","--","257782.00","--","--","257782.00","145371.00","--","112411.00","3406.00","115817.00","35323.00","80494.00","--","--","80494.00","5748.00","--","86242.00","80494.00","--","--","86242.00","--","--","0.15"
"114/10/29","111","1","1456","怡華","117236.00","84606.00","--","--","32630.00","--","--","32630.00","24248.00","--","8382.00","-48228.00","-39846.00","102.00","-39948.00","--","--","-39948.00","--","--","-39948.00","-39948.00","--","--","-39948.00","--","--","-0.43"
"114/10/29","111","1","1457","宜進","1202593.00","1027139.00","--","--","175454.00","--","--","175454.00","97688.00","2018124.00","2095890.00","31728.00","2127618.00","113677.00","2013941.00","--","--","2013941.00","-115108.00","--","1898833.00","962547.00","--","1051394.00","855814.00","--","1043019.00","4.31"
"114/10/29","111","1","1459","聯發","596850.00","545471.00","--","--","51379.00","--","--","51379.00","49448.00","--","1931.00","87189.00","89120.00","3084.00","86036.00","--","--","86036.00","26671.00","--","112707.00","86036.00","--","0.00","112707.00","--","0.00","0.27"
"114/10/29","111","1","1460","宏遠","2634229.00","2140388.00","--","--","493841.00","--","--","493841.00","399869.00","--","93972.00","-435151.00","-341179.00","32521.00","-373700.00","--","--","-373700.00","136207.00","--","-237493.00","-373700.00","--","0.00","-237493.00","--","0.00","-0.55"
"114/10/29","111","1","1463","強盛新","134789.00","109114.00","--","--","25675.00","--","--","25675.00","17502.00","--","8173.00","-992.00","7181.00","2533.00","4648.00","--","--","4648.00","11984.00","--","16632.00","5055.00","--","-407.00","17039.00","--","-407.00","0.03"
"114/10/29","111","1","1464","得力","3015365.00","2629739.00","--","--","385626.00","--","0.00","385626.00","394977.00","5491.00","-3860.00","154122.00","150262.00","24981.00","125281.00","--","--","125281.00","171800.00","--","297081.00","117050.00","--","8231.00","272592.00","--","24489.00","0.30"
"114/10/29","111","1","1465","偉全","130260.00","120819.00","--","--","9441.00","--","--","9441.00","17431.00","--","-7990.00","25693.00","17703.00","2040.00","15663.00","--","--","15663.00","0.00","--","15663.00","--","--","--","--","--","--","0.15"
"114/10/29","111","1","1466","聚隆","809419.00","680625.00","--","--","128794.00","--","--","128794.00","86029.00","--","42765.00","9745.00","52510.00","8606.00","43904.00","0.00","--","43904.00","1751.00","--","45655.00","43904.00","--","0.00","45655.00","--","0.00","0.39"
"114/10/29","111","1","1467","南緯","1679635.00","1337295.00","--","--","342340.00","--","--","342340.00","318698.00","--","23642.00","5330.00","28972.00","31472.00","-2500.00","--","--","-2500.00","202911.00","--","200411.00","658.00","--","-3158.00","203759.00","--","-3348.00","0.00"
"114/10/29","111","1","1468","昶和","318401.00","277133.00","--","--","41268.00","--","--","41268.00","48110.00","--","-6842.00","24463.00","17621.00","4337.00","13284.00","--","--","13284.00","-4461.00","--","8823.00","14995.00","--","-1711.00","9535.00","--","-712.00","0.09"
"114/10/29","111","1","1470","大統新創","299924.00","226484.00","--","--","73440.00","--","--","73440.00","34477.00","--","38963.00","-3268.00","35695.00","8809.00","26886.00","--","--","26886.00","478.00","--","27364.00","26886.00","--","--","27364.00","--","--","0.31"
"114/10/29","111","1","1471","首利","54136.00","53473.00","--","--","663.00","--","--","663.00","35885.00","--","-35222.00","42068.00","6846.00","0.00","6846.00","--","--","6846.00","7555.00","--","14401.00","6846.00","--","0.00","14403.00","--","-2.00","0.05"
"114/10/29","111","1","1472","三洋實業","202892.00","168030.00","--","--","34862.00","--","--","34862.00","31939.00","--","2923.00","737.00","3660.00","1964.00","1696.00","152.00","--","1848.00","537.00","--","2385.00","1848.00","--","--","2385.00","--","--","0.07"
"114/10/29","111","1","1473","台南","2323687.00","1946907.00","--","--","376780.00","--","--","376780.00","275752.00","--","101028.00","31419.00","132447.00","19764.00","112683.00","--","--","112683.00","62421.00","--","175104.00","112683.00","--","--","175104.00","--","--","0.77"
"114/10/29","111","1","1474","弘裕","888242.00","774170.00","--","--","114072.00","--","--","114072.00","93196.00","--","20876.00","22626.00","43502.00","9075.00","34427.00","--","--","34427.00","33554.00","--","67981.00","33621.00","--","806.00","67175.00","--","806.00","0.26"
"114/10/29","111","1","1475","業旺","266888.00","205643.00","--","--","61245.00","--","--","61245.00","9509.00","--","51736.00","17339.00","69075.00","728.00","68347.00","--","--","68347.00","--","--","68347.00","68347.00","--","--","68347.00","--","--","2.63"
"114/10/29","111","1","1476","儒鴻","10177999.00","7454834.00","--","--","2723165.00","--","--","2723165.00","718608.00","--","2004557.00","192868.00","2197425.00","406812.00","1790613.00","0.00","--","1790613.00","177748.00","--","1968361.00","1790613.00","--","--","1968361.00","--","--","6.53"
"114/10/29","111","1","1477","聚陽","7971528.00","5893980.00","--","--","2077548.00","--","--","2077548.00","964096.00","--","1113452.00","17813.00","1131265.00","235982.00","895283.00","--","--","895283.00","131318.00","--","1026601.00","893306.00","--","1977.00","1024137.00","--","2464.00","3.69"
"114/10/29","111","1","1503","士電","7740200.00","6260125.00","--","--","1480075.00","--","--","1480075.00","673708.00","--","806367.00","172686.00","979053.00","230880.00","748173.00","--","--","748173.00","339159.00","--","1087332.00","719673.00","--","28500.00","1044706.00","--","42626.00","1.38"
