出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","3","2029","盛餘","7272574.00","3190354.00","10462928.00","680107.00","191702.00","871809.00","3211800.00","--","1557364.00","4775237.00","-8243.00","--","9536158.00","--","--","54961.00","9591119.00","--","0.00","0.00","29.69"
"114/10/28","111","3","2030","彰源","8030419.00","4843331.00","12873750.00","5091915.00","2528447.00","7620362.00","2805260.00","--","463471.00","2091999.00","-107342.00","--","5253388.00","--","--","--","5253388.00","--","0.00","0.00","18.73"
"114/10/28","111","3","2031","新光鋼","13751162.00","10711028.00","24462190.00","10232947.00","4743921.00","14976868.00","3211463.00","--","943451.00","4321037.00","309539.00","--","8785490.00","--","--","699832.00","9485322.00","--","0.00","0.00","27.36"
"114/10/28","111","3","2032","新鋼","1200211.00","767890.00","1968101.00","115506.00","163223.00","278729.00","1305215.00","--","107011.00","277115.00","31.00","--","--","--","--","--","1689372.00","0.00","0.00","0.00","12.94"
"114/10/28","111","3","2033","佳大","623585.00","760693.00","1384278.00","339049.00","17202.00","356251.00","806945.00","--","18038.00","117513.00","85531.00","0.00","--","--","--","--","1028027.00","0.00","0.00","0.00","12.74"
"114/10/28","111","3","2034","允強","9499822.00","10886078.00","20385900.00","7412601.00","2442764.00","9855365.00","4453799.00","--","2005108.00","2843465.00","1228163.00","--","10530535.00","--","--","--","10530535.00","--","0.00","0.00","23.65"
"114/10/28","111","3","2038","海光","4381787.00","5283214.00","9665001.00","3892293.00","1864438.00","5756731.00","1812645.00","--","387863.00","577019.00","827554.00","--","3605081.00","--","--","303189.00","3908270.00","--","0.00","0.00","19.89"
"114/10/28","111","3","2049","上銀","21982143.00","32024987.00","54007130.00","13120364.00","6355089.00","19475453.00","3537923.00","--","7479735.00","23167128.00","279883.00","--","34464669.00","--","--","67008.00","34531677.00","--","0.00","0.00","97.41"
"114/10/28","111","3","2059","川湖","14703267.00","3674570.00","18377837.00","1833460.00","1578168.00","3411628.00","952971.00","--","796691.00","13217363.00","-816.00","0.00","14966209.00","--","--","0.00","14966209.00","0.00","0.00","0.00","157.05"
"114/10/28","111","3","2062","橋椿","5970484.00","7016221.00","12986705.00","2761423.00","2888616.00","5650039.00","1999942.00","--","1911126.00","3617489.00","-194085.00","--","7334472.00","--","--","2194.00","7336666.00","--","0.00","0.00","36.67"
"114/10/28","111","3","2069","運錩","4202542.00","4815867.00","9018409.00","3332134.00","1508214.00","4840348.00","1663868.00","--","1323401.00","1342276.00","-131090.00","-20394.00","4178061.00","--","--","--","4178061.00","--","0.00","1350000.00","25.32"
"114/10/28","111","3","2101","南港","23726124.00","13401112.00","37127236.00","16474108.00","9815299.00","26289407.00","8339349.00","--","290880.00","1940773.00","266827.00","0.00","10837829.00","--","--","0.00","10837829.00","--","0.00","0.00","13.00"
"114/10/28","111","3","2102","泰豐","4845188.00","6315986.00","11161174.00","2072027.00","4181737.00","6253764.00","4733292.00","--","156764.00","383492.00","-183103.00","-183035.00","4907410.00","--","--","--","4907410.00","0.00","0.00","13755607.00","10.68"
"114/10/28","111","3","2103","台橡","19088838.00","17587252.00","36676090.00","11231981.00","4512843.00","15744824.00","8257099.00","--","50725.00","8967236.00","1483744.00","--","18758804.00","--","--","2172462.00","20931266.00","0.00","0.00","0.00","22.72"
"114/10/28","111","3","2104","國際中橡","30087446.00","31521549.00","61608995.00","16981637.00","7639566.00","24621203.00","9847336.00","--","8953609.00","11331289.00","4997357.00","-290088.00","34839503.00","--","--","2148289.00","36987792.00","--","0.00","14734663.00","35.92"
"114/10/28","111","3","2105","正新","58146962.00","89272728.00","147419690.00","31172034.00","32337718.00","63509752.00","32414155.00","--","67770.00","56167615.00","-5321251.00","--","83328289.00","--","--","581649.00","83909938.00","0.00","0.00","0.00","25.71"
"114/10/28","111","3","2106","建大","27520820.00","22451906.00","49972726.00","12704706.00","16979389.00","29684095.00","9094100.00","--","41.00","11582226.00","-387754.00","--","20288613.00","--","--","18.00","20288631.00","--","0.00","0.00","22.31"
"114/10/28","111","3","2107","厚生","9035182.00","4257360.00","13292542.00","1150694.00","267642.00","1418336.00","3423260.00","--","456341.00","7839702.00","260719.00","-105816.00","11874206.00","--","--","0.00","11874206.00","0.00","0.00","5000000.00","35.20"
"114/10/28","111","3","2108","南帝","13386552.00","4147608.00","17534160.00","1804196.00","454253.00","2258449.00","4924167.00","--","862.00","9344528.00","219317.00","--","14488874.00","--","--","786837.00","15275711.00","0.00","0.00","0.00","29.42"
"114/10/28","111","3","2109","華豐","3924408.00","4340416.00","8264824.00","1913202.00","1723586.00","3636788.00","2793492.00","--","37290.00","363134.00","-61088.00","--","3132828.00","--","--","1495208.00","4628036.00","0.00","0.00","0.00","11.21"
"114/10/28","111","3","2114","鑫永銓","2038010.00","1414892.00","3452902.00","341015.00","234076.00","575091.00","779918.00","--","246772.00","1851121.00","--","--","--","--","--","--","2877811.00","0.00","0.00","0.00","36.90"
"114/10/28","111","3","2115","六暉-KY","2639392.00","2567291.00","5206683.00","854209.00","1288965.00","2143174.00","994030.00","--","443701.00","1866847.00","-241069.00","--","3063509.00","--","--","0.00","3063509.00","0.00","0.00","0.00","30.82"
"114/10/28","111","3","2201","裕隆","263213553.00","92090887.00","355304440.00","244817412.00","35575150.00","280392562.00","10000000.00","--","7916176.00","32544388.00","1026231.00","-376301.00","51110494.00","--","--","23801384.00","74911878.00","--","0.00","7526431.00","51.50"
"114/10/28","111","3","2204","中華","17168470.00","34907279.00","52075749.00","6885912.00","6009863.00","12895775.00","5536203.00","--","6637528.00","23584513.00","-322348.00","--","35435896.00","--","--","3744078.00","39179974.00","--","0.00","0.00","64.01"
"114/10/28","111","3","2206","三陽工業","26445433.00","26705426.00","53150859.00","20441572.00","13498707.00","33940279.00","7976396.00","--","1708193.00","9088075.00","-1189759.00","-137167.00","17445738.00","--","--","1764842.00","19210580.00","0.00","0.00","5482452.00","22.02"
"114/10/28","111","3","2208","台船","27144643.00","19704952.00","46849595.00","24148473.00","11828356.00","35976829.00","9317873.00","--","752878.00","784338.00","--","--","10855089.00","--","--","17677.00","10872766.00","0.00","0.00","0.00","11.65"
"114/10/28","111","3","2211","長榮鋼","12181369.00","18426411.00","30607780.00","3594640.00","3233398.00","6828038.00","4170915.00","--","1319319.00","10020963.00","5314138.00","0.00","20825335.00","--","--","2954407.00","23779742.00","--","0.00","0.00","49.93"
"114/10/28","111","3","2227","裕日車","5382308.00","19044580.00","24426888.00","2480479.00","2950768.00","5431247.00","3000000.00","--","5988968.00","10730077.00","-723404.00","--","18995641.00","--","--","--","18995641.00","--","0.00","0.00","63.32"
"114/10/28","111","3","2228","劍麟","3884022.00","2072146.00","5956168.00","1374949.00","525914.00","1900863.00","757803.00","--","813473.00","2810099.00","-326070.00","--","4055305.00","--","--","--","4055305.00","0.00","0.00","0.00","53.51"
"114/10/28","111","3","2231","為升","5999717.00","3912678.00","9912395.00","2566873.00","2314108.00","4880981.00","1341082.00","--","696803.00","1907781.00","-10491.00","--","3935175.00","--","--","1096239.00","5031414.00","--","0.00","0.00","32.28"
"114/10/28","111","3","2233","宇隆","3138246.00","2016075.00","5154321.00","1203891.00","571523.00","1775414.00","602881.00","--","818217.00","2045800.00","-103867.00","0.00","3363031.00","--","--","15876.00","3378907.00","--","0.00","0.00","55.78"
"114/10/28","111","3","2236","百達-KY","1516721.00","542844.00","2059565.00","557692.00","384795.00","942487.00","457597.00","--","380576.00","375966.00","-101411.00","--","1112728.00","--","--","4350.00","1117078.00","0.00","0.00","0.00","24.32"
"114/10/28","111","3","2239","英利-KY","18061935.00","16167623.00","34229558.00","14782667.00","4212979.00","18995646.00","1184636.00","--","8281489.00","2697325.00","-1218937.00","--","10944513.00","--","--","4289399.00","15233912.00","0.00","0.00","0.00","92.39"
"114/10/28","111","3","2241","艾姆勒","1118505.00","1931116.00","3049621.00","508975.00","988318.00","1497293.00","896023.00","--","813954.00","-217609.00","1755.00","--","1494123.00","--","--","58205.00","1552328.00","0.00","0.00","0.00","16.68"
"114/10/28","111","3","2243","宏旭-KY","2503003.00","851902.00","3354905.00","2602428.00","191660.00","2794088.00","459994.00","--","515433.00","-376536.00","-38074.00","--","560817.00","--","--","--","560817.00","0.00","0.00","0.00","12.19"
"114/10/28","111","3","2247","汎德永業","11711513.00","8470745.00","20182258.00","5190609.00","3173268.00","8363877.00","807087.00","--","4269075.00","6732610.00","9609.00","--","11818381.00","--","--","--","11818381.00","--","0.00","0.00","146.43"
"114/10/28","111","3","2250","IKKA-KY","2227917.00","1100949.00","3328866.00","1190889.00","545951.00","1736840.00","292124.00","--","793573.00","589216.00","-82887.00","--","1592026.00","0.00","--","0.00","1592026.00","0.00","0.00","0.00","54.50"
"114/10/28","111","3","2254","巨鎧精密-創","324179.00","1668287.00","1992466.00","436824.00","791734.00","1228558.00","603557.00","--","78309.00","82229.00","-187.00","--","763908.00","--","--","--","763908.00","0.00","0.00","0.00","15.19"
"114/10/28","111","3","2301","光寶科","167656008.00","35241099.00","202897107.00","116985063.00","6398903.00","123383966.00","23508670.00","--","22811662.00","37815795.00","-1771929.00","-3468412.00","78895786.00","--","--","617355.00","79513141.00","--","0.00","62582090.00","34.48"
"114/10/28","111","3","2302","麗正","545771.00","1560909.00","2106680.00","206752.00","74523.00","281275.00","1663029.00","--","9.00","217782.00","-55415.00","--","1825405.00","--","--","0.00","1825405.00","--","0.00","0.00","10.98"
"114/10/28","111","3","2303","聯電","266944638.00","252449282.00","519393920.00","108008361.00","96196188.00","204204549.00","124821235.00","--","10668245.00","183351684.00","-4030767.00","0.00","314810397.00","--","--","378974.00","315189371.00","--","0.00","0.00","25.22"
"114/10/28","111","3","2305","全友","1390450.00","1587655.00","2978105.00","275767.00","361496.00","637263.00","2056608.00","--","0.00","-24842.00","312399.00","-49781.00","2294384.00","--","--","46458.00","2340842.00","--","0.00","2934365.00","11.32"
"114/10/28","111","3","2308","台達電","243567817.00","184735136.00","428302953.00","122804293.00","86263794.00","209068087.00","25975433.00","--","49111839.00","106592037.00","301714.00","--","181981023.00","--","--","37253843.00","219234866.00","0.00","0.00","0.00","70.06"
"114/10/28","111","3","2312","金寶","95281008.00","41609895.00","136890903.00","82972380.00","25307118.00","108279498.00","14930552.00","0.00","788592.00","1649370.00","916443.00","-331782.00","17953175.00","0.00","--","10658230.00","28611405.00","0.00","0.00","28443000.00","12.26"
"114/10/28","111","3","2313","華通","43034476.00","37839476.00","80873952.00","24998755.00","19088686.00","44087441.00","11918206.00","--","1060226.00","23432995.00","375084.00","--","36786511.00","--","--","--","36786511.00","0.00","0.00","0.00","30.87"
"114/10/28","111","3","2314","台揚","4709849.00","2084667.00","6794516.00","3321343.00","1282691.00","4604034.00","2380283.00","--","830132.00","-704691.00","-315242.00","--","2190482.00","--","--","--","2190482.00","0.00","0.00","0.00","9.20"
"114/10/28","111","3","2316","楠梓電","5258253.00","8010369.00","13268622.00","2741556.00","2511385.00","5252941.00","1827405.00","--","373345.00","6413951.00","-506003.00","-93017.00","8015681.00","--","--","--","8015681.00","--","0.00","1306059.00","44.18"
"114/10/28","111","3","2317","鴻海","3467683073.00","921226061.00","4388909134.00","2368846488.00","371187322.00","2740033810.00","138629906.00","--","195803261.00","1159173065.00","-44593556.00","-15194.00","1448997482.00","--","--","199877842.00","1648875324.00","0.00","0.00","1483078.00","104.53"
"114/10/28","111","3","2321","東訊","1000700.00","892021.00","1892721.00","974735.00","451257.00","1425992.00","945997.00","--","6227.00","-719680.00","-11368.00","-13795.00","207381.00","--","--","259348.00","466729.00","0.00","0.00","426149.00","2.20"
"114/10/28","111","3","2323","中環","12934359.00","11111257.00","24045616.00","3797141.00","3266557.00","7063698.00","10893483.00","--","6714779.00","-661407.00","-287208.00","--","16659647.00","--","--","322271.00","16981918.00","0.00","0.00","0.00","15.29"
"114/10/28","111","3","2324","仁寶","479863520.00","63620595.00","543484115.00","392510353.00","22410436.00","414920789.00","44071466.00","--","5078129.00","68774954.00","667342.00","-881247.00","117710644.00","--","--","10852682.00","128563326.00","--","0.00","50017431.00","27.02"
"114/10/28","111","3","2327","國巨*","114137745.00","163599956.00","277737701.00","95446608.00","62304086.00","157750694.00","4212608.00","--","41601399.00","72827437.00","3172840.00","-2030720.00","119783564.00","0.00","--","203443.00","119987007.00","--","0.00","3985760.00","287.06"
"114/10/28","111","3","2328","廣宇","18951670.00","5762682.00","24714352.00","9912612.00","475268.00","10387880.00","5183462.00","--","1503606.00","7245050.00","-1346316.00","--","12585802.00","--","--","1740670.00","14326472.00","0.00","0.00","0.00","24.28"
"114/10/28","111","3","2329","華泰","9205198.00","7329168.00","16534366.00","4951912.00","2246973.00","7198885.00","7355595.00","--","237782.00","2025866.00","-283762.00","--","9335481.00","--","--","--","9335481.00","0.00","0.00","0.00","12.69"
"114/10/28","111","3","2330","台積電","2014232358.00","2629069408.00","4643301766.00","807431287.00","1083554320.00","1890985607.00","259303805.00","--","69316391.00","2412773597.00","-3419487.00","0.00","2737974306.00","--","--","14341853.00","2752316159.00","--","0.00","0.00","105.59"
"114/10/28","111","3","2331","精英","18397552.00","5632592.00","24030144.00","11846390.00","551448.00","12397838.00","5574030.00","--","5437323.00","1294065.00","-682695.00","--","11622723.00","--","--","9583.00","11632306.00","--","0.00","0.00","20.85"
"114/10/28","111","3","2332","友訊","11662241.00","4244541.00","15906782.00","5569902.00","875920.00","6445822.00","5998365.00","--","1342623.00","2646888.00","-1161798.00","--","8826078.00","--","--","634882.00","9460960.00","0.00","0.00","0.00","14.71"
"114/10/28","111","3","2337","旺宏","42740339.00","42333896.00","85074235.00","18438640.00","14922950.00","33361590.00","18558543.00","--","402749.00","32119000.00","790880.00","-159061.00","51712111.00","--","--","534.00","51712645.00","29979.00","0.00","1956619.00","27.89"
"114/10/28","111","3","2338","光罩","7275422.00","10488555.00","17763977.00","8314900.00","5707200.00","14022100.00","2556735.00","--","1193229.00","1779001.00","17242.00","-1778979.00","3767228.00","--","--","-25351.00","3741877.00","0.00","0.00","51216440.00","18.43"
"114/10/28","111","3","2340","台亞","5816743.00","5041051.00","10857794.00","1704595.00","563076.00","2267671.00","4386228.00","--","1508732.00","2498308.00","221025.00","-24170.00","8590123.00","--","--","0.00","8590123.00","--","0.00","795543.00","19.62"
"114/10/28","111","3","2342","茂矽","3143965.00","1079371.00","4223336.00","777036.00","683478.00","1460514.00","1561567.00","--","570051.00","684182.00","-79365.00","--","2736435.00","--","--","26387.00","2762822.00","0.00","0.00","0.00","17.52"
"114/10/28","111","3","2344","華邦電","65714428.00","113085849.00","178800277.00","31149867.00","48495733.00","79645600.00","39800002.00","--","7785918.00","31509377.00","12036023.00","--","91131320.00","--","--","8023357.00","99154677.00","--","0.00","0.00","22.90"
"114/10/28","111","3","2345","智邦","38731115.00","3533129.00","42264244.00","19397875.00","4709911.00","24107786.00","5600584.00","--","857315.00","12117414.00","-367856.00","-50999.00","18156458.00","--","--","0.00","18156458.00","--","0.00","2209867.00","32.55"
"114/10/28","111","3","2347","聯強","187256998.00","31663952.00","218920950.00","133824619.00","13963117.00","147787736.00","16679470.00","--","14257536.00","45921415.00","-8035512.00","--","68822909.00","--","--","2310305.00","71133214.00","0.00","0.00","0.00","41.26"
"114/10/28","111","3","2348","海悅","18486575.00","6562849.00","25049424.00","4398027.00","14444312.00","18842339.00","1471081.00","--","1285231.00","2696631.00","164982.00","--","5617925.00","--","--","589160.00","6207085.00","0.00","0.00","0.00","38.19"
"114/10/28","111","3","2349","錸德","9370591.00","11183533.00","20554124.00","5000207.00","4743776.00","9743983.00","6936797.00","--","1265248.00","-1473154.00","-764058.00","--","5964833.00","--","--","4845308.00","10810141.00","0.00","0.00","0.00","8.60"
"114/10/28","111","3","2351","順德","7571334.00","5652719.00","13224053.00","3387637.00","3022463.00","6410100.00","1821403.00","--","485797.00","4260834.00","-96097.00","--","6471937.00","--","--","342016.00","6813953.00","0.00","0.00","0.00","35.53"
"114/10/28","111","3","2352","佳世達","145125292.00","72368241.00","217493533.00","107478958.00","42368242.00","149847200.00","19667820.00","--","1846573.00","23826832.00","-4270789.00","--","41070436.00","--","--","26575897.00","67646333.00","--","0.00","0.00","20.88"
"114/10/28","111","3","2353","宏��","163181989.00","41438764.00","204620753.00","115008622.00","19306154.00","134314776.00","30478538.00","--","27993330.00","15773436.00","-4770641.00","-2914856.00","66559807.00","--","--","3746170.00","70305977.00","0.00","0.00","46746290.00","22.18"
"114/10/28","111","3","2354","鴻準","97939104.00","42221125.00","140160229.00","36410870.00","1099498.00","37510368.00","14144852.00","--","7587934.00","84722507.00","-3615885.00","--","102839408.00","--","--","-189547.00","102649861.00","--","--","--","72.70"
"114/10/28","111","3","2355","敬鵬","14182720.00","8327812.00","22510532.00","5923435.00","877812.00","6801247.00","3974954.00","--","1579698.00","10418349.00","-264081.00","--","15708920.00","--","--","365.00","15709285.00","0.00","0.00","0.00","39.52"
"114/10/28","111","3","2356","英業達","225564549.00","43320934.00","268885483.00","190469556.00","20158020.00","210627576.00","35874751.00","--","2899592.00","20738589.00","-532365.00","--","58980567.00","--","--","-722660.00","58257907.00","0.00","0.00","0.00","16.44"
"114/10/28","111","3","2357","華碩","359072389.00","140871243.00","499943632.00","248951779.00","20285589.00","269237368.00","7427603.00","--","11746616.00","162367283.00","34893541.00","--","216435043.00","--","--","14271221.00","230706264.00","--","0.00","0.00","291.39"
"114/10/28","111","3","2359","所羅門","5612549.00","3099622.00","8712171.00","3267569.00","103321.00","3370890.00","1714711.00","--","215138.00","3107371.00","-108427.00","-6042.00","4922751.00","--","--","418530.00","5341281.00","0.00","0.00","100432.00","28.73"
"114/10/28","111","3","2360","致茂","18359807.00","16004450.00","34364257.00","10502311.00","2733840.00","13236151.00","4254470.00","--","4462249.00","11440411.00","492141.00","-30868.00","20618403.00","--","--","509703.00","21128106.00","--","0.00","1654579.00","48.65"
"114/10/28","111","3","2362","藍天","17464157.00","78136376.00","95600533.00","14606947.00","38633242.00","53240189.00","6322630.00","--","56461.00","39843474.00","-3033020.00","-829201.00","42360344.00","--","--","--","42360344.00","0.00","0.00","47047265.00","72.38"
"114/10/28","111","3","2363","矽統","925861.00","12977972.00","13903833.00","101617.00","9006.00","110623.00","7495894.00","--","82065.00","2574769.00","3630983.00","0.00","13783711.00","--","--","9499.00","13793210.00","--","0.00","3.00","18.39"
"114/10/28","111","3","2364","倫飛","628948.00","576220.00","1205168.00","873142.00","19553.00","892695.00","248004.00","--","35.00","72836.00","10373.00","0.00","331248.00","--","--","-18775.00","312473.00","0.00","0.00","0.00","13.36"
"114/10/28","111","3","2365","昆盈","1503856.00","1983398.00","3487254.00","168508.00","374201.00","542709.00","2215285.00","--","270393.00","1098282.00","-671385.00","0.00","2912575.00","--","--","31970.00","2944545.00","--","0.00","0.00","13.15"
"114/10/28","111","3","2367","燿華","9587947.00","15687065.00","25275012.00","8748505.00","5401400.00","14149905.00","6694072.00","--","3038918.00","927944.00","464173.00","--","11125107.00","--","--","--","11125107.00","0.00","0.00","0.00","16.62"
"114/10/28","111","3","2368","金像電","23255487.00","7351526.00","30607013.00","13843401.00","3329077.00","17172478.00","4918391.00","--","1219167.00","6991386.00","398345.00","-92754.00","13434535.00","--","--","--","13434535.00","0.00","0.00","5723750.00","27.64"
"114/10/28","111","3","2369","菱生","3934476.00","4834573.00","8769049.00","1624693.00","1283583.00","2908276.00","3801023.00","--","1265021.00","778551.00","-59211.00","-176415.00","5608969.00","--","--","251804.00","5860773.00","--","0.00","5658911.00","14.98"
"114/10/28","111","3","2371","大同","36213175.00","70212204.00","106425379.00","20225503.00","33522309.00","53747812.00","23395367.00","--","3446722.00","21376308.00","1107168.00","-30854.00","49294711.00","--","--","3382856.00","52677567.00","0.00","0.00","4475586.00","21.11"
"114/10/28","111","3","2373","震旦行","10529860.00","7844741.00","18374601.00","7377951.00","2362457.00","9740408.00","2362025.00","--","1821477.00","3799756.00","97587.00","-791826.00","7289019.00","--","--","1345174.00","8634193.00","--","0.00","12496797.00","32.58"
"114/10/28","111","3","2374","佳能","4757219.00","4226898.00","8984117.00","2180229.00","75602.00","2255831.00","2875823.00","--","1342774.00","2627366.00","-482449.00","--","6363514.00","--","--","364772.00","6728286.00","0.00","0.00","0.00","22.13"
"114/10/28","111","3","2375","凱美","13111212.00","6240797.00","19352009.00","9223246.00","966649.00","10189895.00","1086753.00","--","4731214.00","3363236.00","-24376.00","0.00","9156827.00","0.00","--","5287.00","9162114.00","0.00","0.00","0.00","84.26"
"114/10/28","111","3","2376","技嘉","47027605.00","8751068.00","55778673.00","19984728.00","1159894.00","21144622.00","6356889.00","--","3281663.00","24786171.00","261948.00","-66016.00","34620655.00","--","--","13396.00","34634051.00","0.00","0.00","705000.00","54.52"
"114/10/28","111","3","2377","微星","70303964.00","8705369.00","79009333.00","29906612.00","1164918.00","31071530.00","8448562.00","--","805078.00","39275488.00","-591325.00","--","47937803.00","--","--","--","47937803.00","0.00","0.00","0.00","56.74"
"114/10/28","111","3","2379","瑞昱","116750361.00","17685232.00","134435593.00","83333630.00","4464552.00","87798182.00","5128636.00","--","1044903.00","35759623.00","4694575.00","--","46627737.00","--","--","9674.00","46637411.00","0.00","0.00","0.00","90.92"
"114/10/28","111","3","2380","虹光","1986683.00","890693.00","2877376.00","1486936.00","350151.00","1837087.00","1932211.00","--","86605.00","-879095.00","-106161.00","-6669.00","1026891.00","--","--","13398.00","1040289.00","0.00","0.00","195879.00","5.32"
"114/10/28","111","3","2382","廣達","733964216.00","81525414.00","815489630.00","624728118.00","19563416.00","644291534.00","38626274.00","--","14242488.00","109613491.00","1777930.00","-333094.00","163927089.00","--","--","7271007.00","171198096.00","0.00","0.00","8108885.00","42.53"
"114/10/28","111","3","2383","台光電","25767884.00","15920301.00","41688185.00","15485976.00","5254571.00","20740547.00","3329183.00","--","2076279.00","15843570.00","-301394.00","--","20947638.00","--","--","0.00","20947638.00","--","0.00","0.00","62.92"
"114/10/28","111","3","2385","群光","66239454.00","24648691.00","90888145.00","49092334.00","828438.00","49920772.00","7518464.00","--","8009847.00","21322451.00","-1694726.00","-311277.00","34844759.00","--","--","6122614.00","40967373.00","0.00","0.00","37363234.00","48.77"
"114/10/28","111","3","2387","精元","16951686.00","6351534.00","23303220.00","11793369.00","1613006.00","13406375.00","1952510.00","--","86367.00","7440623.00","-712242.00","-30871.00","8736387.00","--","--","1160458.00","9896845.00","0.00","0.00","2250000.00","45.27"
"114/10/28","111","3","2388","威盛","16919430.00","7522462.00","24441892.00","5618985.00","4004689.00","9623674.00","4974104.00","--","1242397.00","6516587.00","547119.00","--","13280207.00","--","--","1538011.00","14818218.00","--","407000.00","0.00","26.72"
"114/10/28","111","3","2390","云辰","2161484.00","1296888.00","3458372.00","650978.00","35246.00","686224.00","1926194.00","--","586015.00","267743.00","-8116.00","--","2771836.00","--","--","312.00","2772148.00","21402160.00","0.00","0.00","14.39"
"114/10/28","111","3","2392","正崴","64312373.00","34812876.00","99125249.00","37602888.00","25050606.00","62653494.00","5123269.00","--","10382427.00","11259224.00","-1888968.00","-272066.00","24603886.00","--","--","11867869.00","36471755.00","0.00","0.00","27503000.00","50.75"
"114/10/28","111","3","2393","億光","17519223.00","9861986.00","27381209.00","7825914.00","744717.00","8570631.00","4433931.00","--","9094168.00","5539481.00","-623863.00","--","18443717.00","--","--","366861.00","18810578.00","0.00","0.00","0.00","41.60"
"114/10/28","111","3","2395","研華","38736353.00","23979437.00","62715790.00","17420867.00","3660446.00","21081313.00","7778434.00","--","9034346.00","24289464.00","63773.00","--","41166017.00","--","--","468460.00","41634477.00","0.00","1477200.00","0.00","52.92"
"114/10/28","111","3","2397","友通","9199320.00","4191753.00","13391073.00","5472171.00","2184942.00","7657113.00","1144889.00","--","608577.00","1397980.00","-23087.00","0.00","3128359.00","0.00","--","2605601.00","5733960.00","0.00","0.00","0.00","27.32"
"114/10/28","111","3","2399","映泰","2244718.00","553272.00","2797990.00","478023.00","33626.00","511649.00","1781000.00","--","66778.00","438708.00","-145.00","--","2286341.00","--","--","--","2286341.00","--","0.00","0.00","12.84"
"114/10/28","111","3","2401","凌陽","8495232.00","6507412.00","15002644.00","1994423.00","1210608.00","3205031.00","5919949.00","--","1174293.00","2492922.00","-134456.00","-63401.00","9389307.00","--","--","2408306.00","11797613.00","--","0.00","3559996.00","15.96"
"114/10/28","111","3","2402","毅嘉","6413541.00","3226653.00","9640194.00","3053907.00","562232.00","3616139.00","3075366.00","--","2054098.00","1170890.00","-114971.00","-161328.00","6024055.00","--","--","--","6024055.00","--","0.00","10000000.00","20.25"
"114/10/28","111","3","2404","漢唐","23029243.00","4414700.00","27443943.00","17051260.00","775689.00","17826949.00","1905867.00","--","377943.00","6958926.00","795392.00","-573943.00","9464185.00","--","--","152809.00","9616994.00","0.00","0.00","3000000.00","50.45"
"114/10/28","111","3","2405","輔信","2788533.00","1783071.00","4571604.00","651660.00","202620.00","854280.00","3434273.00","--","25088.00","289446.00","-63251.00","0.00","3685556.00","--","--","31768.00","3717324.00","--","0.00","0.00","10.73"
"114/10/28","111","3","2406","國碩","7553602.00","8382538.00","15936140.00","3359746.00","2258651.00","5618397.00","3509057.00","--","1503040.00","-373951.00","-157250.00","--","4480896.00","--","--","5836847.00","10317743.00","--","0.00","0.00","12.77"
"114/10/28","111","3","2408","南亞科","112524635.00","91554900.00","204079535.00","14960307.00","5446822.00","20407129.00","30985405.00","--","32818989.00","117612699.00","2255313.00","0.00","183672406.00","--","--","--","183672406.00","0.00","328000.00","0.00","59.29"
"114/10/28","111","3","2409","友達","138773721.00","248491818.00","387265539.00","102852388.00","81745717.00","184598105.00","76993961.00","--","61899611.00","60226540.00","-2189532.00","-392370.00","196538210.00","--","--","6129224.00","202667434.00","--","0.00","48421300.00","25.69"
"114/10/28","111","3","2412","中華電","86820243.00","416769997.00","503590240.00","56386211.00","63130222.00","119516433.00","77574465.00","--","171295803.00","123219786.00","-181654.00","--","371908400.00","--","--","12165407.00","384073807.00","--","0.00","0.00","47.94"
"114/10/28","111","3","2413","環科","4002047.00","1717669.00","5719716.00","2540695.00","1229644.00","3770339.00","1273592.00","--","373076.00","628681.00","-321041.00","-6151.00","1948157.00","--","--","1220.00","1949377.00","--","0.00","538000.00","15.36"
"114/10/28","111","3","2414","精技","9055959.00","1873614.00","10929573.00","6484904.00","356572.00","6841476.00","1617358.00","--","296159.00","1091438.00","-7404.00","--","2997551.00","--","--","1090546.00","4088097.00","0.00","0.00","0.00","18.53"
"114/10/28","111","3","2415","錩新","7917774.00","1542503.00","9460277.00","5849230.00","732775.00","6582005.00","900000.00","--","213854.00","553594.00","55004.00","--","1722452.00","--","--","1155820.00","2878272.00","--","0.00","0.00","19.14"
"114/10/28","111","3","2417","圓剛","4144726.00","2225471.00","6370197.00","1999945.00","97263.00","2097208.00","1584289.00","--","748475.00","1290764.00","-86125.00","-477543.00","3059860.00","--","--","1213129.00","4272989.00","--","0.00","17365600.00","21.69"
"114/10/28","111","3","2419","仲琦","10184413.00","2743293.00","12927706.00","6823524.00","154520.00","6978044.00","3213172.00","--","1115032.00","724742.00","195219.00","0.00","5248165.00","--","--","701497.00","5949662.00","--","0.00","0.00","16.33"
"114/10/28","111","3","2420","新巨","2090388.00","3481615.00","5572003.00","834656.00","1174989.00","2009645.00","1526487.00","--","135564.00","1874552.00","-9320.00","--","3527283.00","--","--","35075.00","3562358.00","--","0.00","0.00","23.11"
